STORM-YVik1-Vindhast-25km;STORM-YVik1-Vindretn-25km;YVIK-YtreVikna1-Sum-produksjon
8.2;328;25.05654907
7.2;334;25.49343176
6.2;341;20.52866589
5.3;349;10.57741608
4.6;343;6.590149718999999
3.9;337;5.832532867
3.2;331;5.284383179
3.3;334;4.206999786
3.3;337;2.702516663
3.4;340;2.609333313
3.2;352;2.2
3.1;3;2.059300003
2.9;15;1.999
2.8;46;1.999
2.7;76;1.999
2.5;104;2.171899994
2.6;111;2.306666656
2.6;119;2.305
2.7;126;2.305
2.7;126;2.305
2.6;125;
2.6;125;
2.8;123;
2.9;122;
3.1;120;1.775
3.4;116;1.7644499359999999
3.6;113;1.931833313
3.9;111;2.392566639
4.0;104;3.8184832760000003
4.1;96;4.023416504
4.2;89;3.929066483
4.3;88;5.777466583
4.3;86;4.994683228
4.4;85;4.704249969
4.6;84;4.933549866
4.8;84;5.72869986
5.0;83;6.559966553
5.1;87;6.301699768
5.3;92;8.57703302
5.6;98;9.961116241000001
6.1;101;9.231115967000001
6.7;104;10.65909967
7.2;107;15.37244965
7.7;108;19.6153988
8.1;108;19.70414905
8.6;109;24.58691565
8.6;111;19.59278235
8.7;114;15.18763257
8.7;116;17.49508264
8.8;117;16.53069934
8.9;118;23.76638257
8.7;115;26.20749878
8.7;116;21.50361548
8.8;117;21.74581543
8.8;118;22.36984937
8.9;119;20.79829919
9.0;120;25.8598988
9.1;121;28.76339868
9.0;122;28.64054907
8.8;124;26.81316553
8.7;125;30.10411597
8.6;125;34.12896436
8.5;125;35.81021509
8.5;123;32.55296484
8.3;123;28.02454797
8.2;123;22.68528223
8.0;123;25.02809912
7.9;122;23.4845155
7.9;121;26.09479846
7.8;120;22.38241528
7.8;120;16.90806616
7.7;120;15.41729944
7.7;120;16.49024939
7.6;120;18.62056567
7.6;120;17.33639929
7.6;116;20.89703186
7.5;117;17.99938232
7.4;117;19.839632199999997
7.3;118;16.37829944
7.4;119;14.01244934
7.5;120;13.6012326
7.6;121;13.91508289
7.7;121;15.71771588
7.8;122;14.46101581
7.9;122;10.7591496
7.9;120;15.06953271
8.0;118;16.22831586
7.7;114;15.47918262
7.7;114;16.24081616
7.7;114;13.21399939
7.7;114;15.04724951
7.5;111;13.91824921
7.4;108;15.91578259
7.2;105;16.3895824
7.4;107;14.96683301
7.5;108;12.80774933
7.7;110;13.80101605
7.9;113;20.12259912
8.2;117;29.16121497
8.2;123;27.10848193
8.3;120;31.59709839
8.3;118;31.64366553
8.4;115;33.5697981
8.6;117;33.70321484
8.8;119;31.54368262
9.0;121;32.47844873
9.2;121;33.78431543
9.3;122;33.06148218
9.5;122;33.64643262
9.8;123;34.80678149
10.1;125;33.831481200000006
10.0;127;30.92011499
10.0;129;29.2387489
9.9;130;32.65601538
9.9;132;33.58478247
9.5;131;34.99683203
9.2;130;35.98861523
8.8;129;34.81799731
9.3;132;35.148331299999995
9.9;136;32.82353271
10.4;139;34.85034912
10.3;138;33.62363135
10.2;137;35.93929761
10.3;132;31.90311548
10.5;132;36.43196582
10.6;133;36.94581567
10.8;133;37.13616504
10.7;134;37.47388232
10.6;136;36.27683203
10.5;137;35.33141504
10.7;136;36.21926538
10.8;136;34.6460481
11.0;135;34.71646533
11.2;134;34.55158154
11.5;134;37.46221509
11.7;132;37.76231494
12.0;134;38.22876514
12.4;137;38.61578174
12.7;139;38.60633105
12.7;143;38.14501489
12.6;147;38.60986572
12.6;151;37.63184839
12.2;151;37.40564722
11.8;151;36.13388159
11.4;151;35.76466455
11.2;150;35.45729834
10.9;149;35.44063159
11.6;145;35.90316553
11.3;142;36.31133081
10.9;139;36.54976416
10.6;136;35.84446533
10.8;136;36.89454858
11.1;137;35.76924927
11.3;137;36.36658081
11.0;137;35.61653174
10.6;136;36.09064868
10.3;136;36.07294824
10.0;141;34.43593188
9.6;145;35.3477146
10.3;150;34.31786499
9.7;151;32.47241455
9.2;151;31.79496509
8.6;152;29.34439893
8.7;153;24.33591638
8.8;153;20.70856506
8.9;154;19.37659888
8.8;152;20.03439929
8.8;151;20.4850658
8.7;149;15.69389899
7.6;159;12.4698161
6.6;169;14.89979907
7.2;177;12.17963287
7.2;177;14.25779944
7.2;178;13.95176624
7.2;178;13.58483295
7.1;177;16.84318225
7.1;176;14.511099300000001
7.0;175;14.80744922
6.0;181;11.78893268
5.0;187;5.281949738
4.0;193;3.5589499819999997
3.5;226;3.2684333339999996
3.0;258;3.237
2.0;284;3.199483261
1.9;270;3.169066574
1.9;255;2.380883331
1.8;241;2.516116653
2.0;259;2.4853332519999998
2.1;278;2.3250665440000002
2.3;296;1.9492666630000002
2.5;307;1.7690000000000001
2.7;318;1.7690000000000001
2.9;329;1.7690000000000001
4.3;331;1.7690000000000001
5.8;334;2.118749947
5.7;337;8.882182861
5.1;325;7.0489830929999995
4.5;314;6.868399628
3.9;302;4.679183167
4.6;294;4.824433167
5.2;286;5.840349762000001
5.9;278;6.439216339
6.3;281;7.2779329829999995
6.7;284;16.31734973
7.1;287;10.41709937
7.9;279;16.92694928
8.7;270;20.90299878
10.3;264;26.17628235
10.8;265;24.59459869
11.2;266;30.83976526
11.7;267;32.52943213
12.2;264;29.98379907
12.7;260;32.24914795
13.2;257;33.78919873
12.1;261;33.69299854
11.1;265;33.2535813
10.0;269;31.18609827
10.6;265;26.99198193
11.3;261;24.36048212
10.3;258;24.89881567
9.7;258;25.97429962
9.0;257;19.19124927
8.4;257;8.598532776
8.2;269;6.776699677000001
7.9;282;4.574916382
7.7;294;6.59434964
8.4;311;7.979749695
9.1;327;12.96213275
9.8;344;29.30889893
9.9;340;34.37463208
9.9;337;34.98376514
10.3;338;34.868331299999994
9.5;338;32.50831519
8.7;337;29.83648193
7.9;337;21.9960658
7.3;334;9.81744931
6.7;331;12.46608276
6.1;328;7.857599608999999
5.5;334;7.469983032000001
4.9;339;5.536783203
4.3;345;4.526866409
4.4;348;6.264316589
4.6;351;6.462366364
4.3;3;8.609049561
5.0;3;6.051133125
5.8;3;7.234666321000001
6.5;3;11.37344952
7.3;0;13.52034918
8.1;358;21.64349854
8.9;355;23.97184863
9.1;356;16.97238275
9.2;356;19.63964941
9.4;357;33.85724829
9.8;359;36.06941431
10.2;0;33.43298169
12.7;352;33.8737981
12.4;352;38.28551465
12.1;352;38.15719873
11.8;352;37.09984741
11.7;354;36.4405144
11.7;356;33.54549951
11.6;358;35.261097899999996
11.4;353;35.3984314
11.2;349;37.97103125
11.0;344;36.86026465
11.0;345;37.26806445
11.1;346;35.81241455
11.8;350;36.85813086
11.6;350;37.78794775
11.5;349;36.76571533
11.3;349;37.04584814
11.1;347;35.26923169
10.8;344;35.13388184
10.6;342;33.99139819
10.3;342;33.96664893
9.9;342;30.52128247
9.6;342;28.69206592
9.1;338;30.20089893
8.6;335;24.57404883
8.1;332;10.66826617
7.5;330;15.62891577
6.8;328;11.04099957
6.2;326;13.20249945
6.0;321;16.47013245
5.8;316;14.17746588
5.6;311;5.800983062999999
5.5;307;6.825616211
5.4;303;4.009833176
5.3;299;2.364816635
4.0;288;3.1692665410000003
2.6;278;3.595083191
3.0;297;3.00653334
2.4;341;2.611
1.8;26;2.611
1.2;70;2.569
2.3;100;2.497049988
3.4;131;1.814033325
4.5;161;2.504483261
4.7;167;4.548616455
4.9;172;7.520316345
5.1;178;7.7794331670000005
5.4;177;6.064116394
5.6;176;6.227233153999999
3.7;216;3.269366531
4.8;239;6.568749603
6.0;263;9.462016357000001
7.1;286;10.307383
7.0;290;8.268316315
6.9;293;10.80754938
6.8;297;15.10861597
5.9;299;7.215499756
5.1;302;4.16741655
4.2;304;2.7142332760000003
3.4;1;2.369900002
2.6;58;2.166
2.0;314;2.166
1.5;1;2.166
1.1;47;2.166
0.6;94;2.166
1.3;110;2.166
1.9;127;1.928849998
2.6;143;2.0162666469999997
3.1;167;2.31471666
3.5;192;2.432183319
4.0;216;2.2429332730000002
4.4;218;2.132866608
4.9;219;1.8569333190000001
7.5;203;3.669783127
7.2;208;8.163382996000001
6.9;212;9.229282898
6.6;217;6.251116379
6.2;196;10.24634924
5.7;176;11.40673291
5.3;155;9.835032959
5.6;159;7.96146637
5.8;163;6.340049866
6.1;167;6.0637828979999995
6.0;166;5.009433075
5.9;165;6.761666228999999
5.5;161;8.552516296
5.1;169;7.777033081
4.6;177;5.615349884
4.2;185;4.509899811
6.8;234;3.894466553
9.4;283;3.361833237
12.0;332;32.80681519
11.8;335;36.0783645
11.5;338;36.47306396
11.3;341;36.70118066
10.8;338;36.46556543
10.4;334;34.02644849
9.9;331;30.81163159
9.8;327;31.36879834
9.6;323;25.777865600000002
9.5;319;27.65506567
9.0;316;24.42473181
8.6;312;21.11164941
8.2;312;17.85753247
7.9;308;19.29323242
7.6;303;15.19423254
7.3;299;11.32763275
7.0;286;12.84679956
6.8;273;8.390916229
7.4;257;11.08834949
8.4;254;13.44703284
9.5;252;17.16819946
10.5;249;17.60646594
11.0;247;25.70451563
11.4;245;27.42123242
11.9;243;30.03519897
12.2;242;32.82326563
12.4;242;34.37879785
12.7;241;35.08124854
12.6;242;35.149964600000004
12.6;244;35.29201563
12.5;245;35.08309888
13.0;242;35.25798193
13.4;238;34.98644897
13.9;235;35.30986475
14.2;234;36.37564795
14.5;232;37.38714819
15.0;230;38.47641602
14.8;227;38.54016553
14.6;225;37.61199902
14.4;222;35.84146509
13.3;228;36.26616479
12.1;234;37.09041504
12.5;240;36.24473242
11.7;240;33.95391479
10.9;240;31.30636475
10.1;240;22.23748169
9.8;240;24.90759912
9.4;239;28.62968213
9.1;239;25.26278247
8.8;239;20.89738306
8.4;238;14.64738232
8.1;238;12.62116608
8.2;233;9.551899536
8.4;229;10.17426605
8.5;224;8.645399628
8.7;224;7.709066406
9.0;225;5.871899796
9.2;225;18.30796558
8.8;218;14.01601605
8.4;212;14.88993286
7.5;203;17.5649491
7.0;200;16.50983228
6.6;198;13.93923248
6.1;195;10.88653284
6.1;213;7.9323996889999995
6.0;230;8.628549774
6.3;227;7.829649857000001
6.3;224;6.9514665220000005
6.4;222;5.666116531
6.4;219;6.92276651
6.5;216;6.568366486
6.7;214;6.6830163879999995
6.8;211;7.151499908
6.5;209;6.993249695
6.1;207;5.556566574
5.8;205;4.996183304
5.5;203;4.545
5.3;201;4.434
5.0;199;4.434
4.7;204;4.252100006
4.4;209;4.113
4.1;214;4.113
3.6;231;4.113
3.0;249;4.113
2.1;287;4.133
2.6;297;4.213
3.1;308;4.151399994
3.6;318;4.123316666
4.4;321;4.118316666
5.1;324;4.096933319
5.1;340;9.12859967
5.6;335;14.94549976
6.0;331;14.04594946
6.5;326;12.98718265
6.1;318;12.64329956
5.7;311;10.70203302
5.3;303;8.990949707
7.2;312;9.888249573
9.2;320;15.41743286
11.1;329;
10.3;320;
9.5;312;
8.7;303;
8.7;294;
8.8;286;
8.8;277;20.83398291
9.4;275;25.70343262
10.1;273;28.26399902
9.2;273;30.08543237
9.3;271;31.48451501
9.4;270;32.46263159
9.5;268;28.41923242
9.1;265;23.36121582
8.7;263;22.54376605
8.5;267;17.50481555
7.8;261;10.88661609
7.2;256;6.961366347999999
6.5;250;3.883016434
6.5;233;4.229683228
6.4;216;8.107016235
6.4;199;7.259882996
6.6;185;7.618566345
6.8;170;8.831982971
7.0;156;9.719999634
7.2;156;10.13129938
7.3;157;15.39301611
7.5;157;19.75756604
8.1;154;23.49559875
8.7;151;31.62116553
9.3;148;32.03439893
9.6;147;30.52064868
9.8;145;32.78491528
9.9;147;32.23903247
9.5;147;27.04353223
9.1;148;22.28421582
8.7;148;19.55673254
8.7;148;16.32061584
8.6;147;16.29249927
9.2;147;23.90636597
8.7;151;27.81298242
8.1;154;28.86026514
7.6;158;28.10254883
7.9;155;20.02539941
8.3;152;19.78314832
8.6;149;19.05204907
7.9;154;12.38563293
7.3;158;10.34998273
6.6;163;8.072449585
6.4;168;4.8519664
6.3;172;3.370649933
6.1;177;4.234499817
5.9;198;5.282416382
5.7;218;7.771749634
5.5;239;6.383249725
6.1;233;9.060732848999999
6.7;228;15.42541589
7.4;223;15.654632999999999
7.7;216;14.34084961
7.9;210;6.4940163570000005
8.2;203;14.9241828
8.2;191;23.360632199999998
8.1;179;21.26924878
8.2;168;18.17431592
8.9;162;18.75294885
9.7;156;22.35439868
10.4;150;30.37483203
10.5;150;31.15739868
10.7;149;31.19979858
10.8;149;29.12871582
11.0;150;33.93264917
11.3;150;36.46846484
11.5;151;35.86914844
11.6;149;35.27313208
11.8;146;35.32648193
11.9;144;36.69793237
13.5;164;36.07174805
15.0;184;35.81694727
16.6;204;36.09501465
15.3;212;35.66289771
13.9;220;29.87234863
11.9;228;25.784865600000003
12.4;225;24.63329907
13.0;222;22.45578271
13.5;219;30.91728198
12.3;219;23.98856555
11.2;220;26.33024927
9.8;213;25.52008228
9.9;229;22.41793201
10.1;245;29.76476538
10.2;261;32.69768201
10.7;254;26.81516541
11.3;248;27.08966577
11.8;241;25.56831592
11.8;236;26.29543164
11.9;231;31.20574854
11.9;226;28.41809888
11.6;224;22.97984888
11.3;223;23.20329919
11.0;221;23.57358191
11.1;220;24.765965700000002
11.1;220;24.85004871
11.2;219;25.10758215
11.8;216;25.24731555
12.5;213;25.00613257
11.2;214;30.79884814
11.7;212;32.19949878
12.2;211;30.76126538
12.7;209;30.28838232
13.2;206;34.08571509
13.7;203;34.28206494
13.2;210;33.21776465
13.6;208;33.06441528
14.0;205;32.78746509
14.4;203;32.9608811
14.0;198;36.06781543
13.7;194;34.73526587
13.3;189;31.5534989
13.3;187;32.00001514
13.2;184;32.69878174
13.2;182;33.42686523
13.1;187;33.80983154
13.0;192;34.51849805
12.6;194;33.94331445
11.8;190;34.79481543
11.1;187;32.98346533
10.3;183;28.26099829
10.1;184;28.37568188
9.8;185;29.77814819
9.6;186;26.99196606
8.7;189;29.82771582
7.8;192;30.22751538
6.9;195;31.84374872
6.5;193;32.7985647
6.1;190;29.06806543
8.1;171;21.04566565
7.8;162;14.48753284
7.6;154;9.800399475
7.3;145;10.55741614
7.0;144;8.715699646000001
6.6;143;5.227116516000001
6.3;142;4.3294331360000005
5.7;144;4.202049835
5.0;147;3.7202332
4.4;149;6.524833191
3.5;142;9.418782898
2.7;134;11.326966
7.0;133;13.864666199999998
6.5;113;9.260566101
5.9;93;5.796532958999999
5.4;73;3.9365831910000004
5.2;57;6.43364975
5.1;41;5.862232971
4.9;25;4.656349854
5.4;14;8.607149475
6.0;2;6.488999664
6.5;351;9.535899597
7.7;350;20.94298193
8.8;349;35.64289819
9.7;351;36.62743286
9.5;344;34.93616528
9.4;338;33.61291528
9.2;331;26.45899902
9.6;329;30.92621509
10.0;328;32.44794849
10.4;326;32.40174902
10.6;322;35.68031494
10.7;319;34.98358179
10.9;315;30.22521509
10.7;315;32.41714844
10.6;316;30.54596582
10.5;310;32.26041577
10.7;309;34.32026611
11.0;309;34.45913086
11.2;308;34.04209839
11.1;306;31.74566528
10.9;303;31.09203198
10.8;301;31.80001514
10.4;300;31.1419646
9.9;299;29.90984863
9.5;298;34.12408179
9.0;296;33.80413135
8.4;293;31.06379883
8.4;285;28.0800321
7.8;283;29.42101514
7.3;280;24.89983215
6.7;278;21.11864917
6.3;275;18.71328253
6.0;272;13.49634924
5.6;269;8.32653299
5.2;257;6.646716446
4.7;244;4.091999847
4.3;232;6.965332947
4.6;214;10.40226611
4.9;195;8.110182738999999
5.5;166;5.681933075
5.8;160;6.4194997560000004
6.1;155;7.976333007999999
6.4;149;10.16803311
6.5;147;11.92466589
6.7;146;13.31536627
6.8;144;12.86821606
6.7;141;15.96291614
6.5;139;10.83213275
6.4;136;8.648049499999999
5.4;155;6.6558164060000005
4.4;174;5.038416473
5.2;198;4.896199921
5.2;190;5.216149811
5.1;181;5.447649902
5.1;173;5.695066467
5.4;175;6.342733093
5.8;177;7.24866626
6.1;179;6.5956661070000004
6.9;184;8.307566223
7.8;188;10.35266602
8.6;193;15.20456555
9.9;214;20.53644885
11.3;235;15.17628247
12.6;248;28.96576563
12.4;252;34.48074878
12.3;255;33.54328125
12.1;259;33.546864500000005
11.8;263;31.88881555
11.5;268;33.07803125
11.2;272;34.22136426
10.8;274;34.27789893
10.4;277;35.99843164
10.0;279;35.564564700000005
10.6;285;35.89633179
11.3;291;36.68268115
10.6;294;36.78149756
10.4;296;36.67956567
10.2;298;36.84913135
10.0;300;30.35576563
9.0;296;33.55961523
8.1;292;19.52768262
7.1;288;17.03564917
6.3;286;11.4332663
5.4;284;9.470799683
4.6;282;5.047349823
4.1;265;3.6615665280000003
3.6;248;3.03958316
4.8;193;2.8569999999999998
5.5;178;3.57244989
6.2;162;5.055766418
6.9;147;12.89486621
7.4;138;15.46714923
8.0;129;15.78278259
8.5;120;23.2643324
9.0;124;25.85544897
9.4;129;32.94929822
9.9;133;35.92251465
9.6;144;35.71926514
9.2;156;36.41506445
8.9;162;32.73268188
8.5;164;23.74798181
8.0;167;19.52646606
7.6;169;11.79943262
8.2;196;12.25668292
8.8;222;24.37514954
9.4;249;25.80198242
9.3;247;27.11376563
9.1;244;23.1981156
9.0;242;27.78579883
9.4;235;25.63199878
9.7;228;22.94116565
10.1;225;23.14603198
10.6;220;12.7846496
11.0;214;18.41653247
11.5;209;27.67788208
11.4;210;24.29181567
11.2;211;27.42698254
11.1;212;29.59589941
11.2;208;28.57261523
11.4;204;22.67531555
11.5;200;25.63291528
12.4;202;35.62449902
13.3;204;34.34768164
12.7;230;33.55483154
12.7;224;28.19339868
12.6;218;26.07614893
12.6;212;34.5089314
11.9;207;33.20991504
11.1;202;30.94893213
10.4;197;29.05971509
9.9;183;24.32926526
9.5;169;22.33743201
9.0;155;17.73471582
8.6;151;14.61259949
8.2;148;16.76348212
7.5;154;18.45854895
6.9;149;15.33499902
6.2;144;11.6086828
5.6;139;7.342899719
5.1;131;4.793266449
4.6;122;4.084566589
4.1;114;4.060866608
4.3;111;3.4345665889999997
4.5;109;2.677866608
4.7;106;2.8701499630000002
4.4;112;3.760249908
4.1;118;4.371949829
3.7;108;3.772116608
3.6;119;3.686566498
3.6;130;3.957083252
3.5;141;3.6617666630000003
3.8;145;3.279833282
4.2;150;3.249183258
4.5;154;3.6652164610000004
4.6;151;5.440783112
4.7;147;4.729199799
4.8;144;4.964566406
4.6;141;5.168283112
4.3;139;5.227566345
4.6;142;4.5556165769999994
4.6;140;3.803533295
4.7;138;3.4276666110000003
4.7;136;2.892649963
4.3;131;2.71
4.0;126;2.7638666689999996
3.6;121;2.88006662
3.4;125;3.273799988
3.2;128;3.152666656
3.0;132;2.883733322
3.1;137;2.533
3.1;141;2.533
3.9;146;2.533
4.0;147;2.533
4.2;148;2.533
4.3;149;2.533
4.4;148;2.533
4.6;146;2.533
4.7;145;2.467448273
4.6;144;2.15086203
4.5;144;2.278083313
4.4;143;2.028516655
4.7;143;2.261896439
5.0;144;3.220199829
5.7;148;5.531633117999999
5.7;146;5.6168164670000005
5.7;145;5.290666534
5.7;143;4.073183258
5.6;141;3.373099945
5.4;140;2.9919166560000003
5.3;138;2.627833298
5.1;139;2.772666595
5.0;139;4.41883316
4.8;140;5.041833191
4.5;137;4.258899887
4.2;133;3.834549988
4.4;144;3.0987832789999996
4.4;143;2.537866653
4.5;143;2.418666656
4.5;142;2.457
4.4;143;2.306799995
4.3;143;2.347250008
4.2;144;2.383399994
4.3;144;2.417933258
4.4;143;2.1461999659999997
4.5;143;2.210516571
4.9;144;2.8921499330000002
5.2;145;4.9992831419999995
6.3;146;6.122299896
6.6;147;6.967966248
6.8;148;8.846266296
7.1;149;12.73498267
7.1;148;14.02084955
7.2;148;14.29771588
7.2;147;15.14049927
7.3;146;16.91654919
7.3;145;15.56469922
7.4;144;16.60959961
7.4;142;16.66808252
7.5;140;18.8616156
7.8;139;24.5123158
7.7;138;22.04166553
7.7;138;20.66849927
7.6;137;21.904498899999997
7.6;134;23.19903247
7.6;131;21.18166553
7.6;128;19.4936991
7.5;127;16.45428259
7.5;125;16.50896594
7.4;124;16.66654913
7.8;121;20.62321545
8.3;117;23.63693176
8.6;113;13.99884973
9.2;114;24.35836523
9.7;114;34.90724829
10.3;115;34.22014819
10.6;118;36.89241602
10.9;120;37.78618213
11.2;123;37.45119922
12.2;122;37.076448
13.3;122;37.68866479
14.3;121;36.12908105
14.5;123;34.98216553
14.7;125;34.19888232
14.3;128;29.97868213
13.8;128;34.86714795
13.3;129;35.99878223
12.8;129;36.98016553
13.2;128;36.41273218
13.6;127;36.82069849
14.0;126;36.40528198
13.7;126;33.73886572
13.5;125;34.48866528
13.2;125;34.90603223
13.2;124;35.50133154
13.1;124;34.33828223
13.3;125;36.64468164
12.9;125;37.32013232
12.6;126;37.70001563
12.2;126;35.30403259
11.8;126;32.15903223
11.5;126;31.45829907
11.1;126;29.55851636
10.8;128;30.51676538
10.4;130;29.34381567
10.1;132;28.26968237
9.6;130;32.97794836
9.0;129;30.00363184
9.4;130;25.57329919
9.2;128;25.93466553
9.0;126;35.66719775
8.8;124;36.84486499
9.6;163;35.48589746
10.5;202;37.17173047
11.3;241;37.48923047
10.8;232;30.89409888
10.2;222;30.03116577
9.7;213;34.83923267
9.5;192;29.98741553
9.3;170;30.29999902
9.6;154;33.57149854
9.7;154;30.52304834
9.8;153;30.82149854
9.9;153;34.1347146
10.1;153;34.97166553
10.4;152;36.02773096
10.6;152;35.84853174
10.9;152;35.11124805
11.3;153;37.00859741
11.6;153;37.68823242
12.0;153;37.54721582
12.5;153;36.87196436
13.6;170;36.92803247
13.3;175;37.19609839
13.0;181;36.93024829
12.7;186;36.96979785
12.0;179;38.46196533
11.2;171;38.45189746
10.5;164;38.14863184
10.1;164;31.03099902
9.6;163;31.023049800000003
9.2;163;32.31459839
9.1;160;28.36674951
9.0;156;21.15781567
7.4;161;16.67954932
7.3;156;15.69908258
7.2;151;15.297932500000002
7.1;146;14.16348279
7.0;144;11.81183289
6.9;141;14.15724939
6.8;139;16.58528259
6.9;138;14.78723254
6.9;137;19.2702323
7.0;136;14.46559949
6.9;134;14.68364923
6.9;131;12.16051624
7.6;133;12.85086621
7.5;131;17.27144934
7.4;130;13.56816602
7.3;128;12.54448273
6.9;123;14.38646594
6.5;119;11.32844946
6.1;114;10.0557663
5.9;112;10.7858161
5.8;111;8.764916321
5.6;109;10.00373279
5.4;110;9.983449707
5.1;112;8.27019986
4.4;104;6.997282959
4.1;101;5.6879833070000005
3.9;97;4.652299881
3.6;94;3.21709996
3.4;97;2.7833333280000003
3.2;100;2.644466644
3.0;103;2.444116661
2.8;112;2.373
2.7;120;2.373
2.5;129;2.373
2.6;134;2.373
2.6;140;2.373
2.7;145;2.445383331
3.2;149;2.633083313
3.7;154;3.71863324
4.2;158;4.283616577
4.2;160;4.2898998719999994
4.3;163;6.251483062999999
4.3;165;7.593883118
4.7;166;7.599816345
5.1;168;8.294532959
5.5;169;7.504516357000001
5.9;168;6.843766296
6.4;166;7.532166321
6.7;173;9.084249451
6.4;169;10.35213293
6.2;164;7.9981831670000005
5.9;160;9.150566101
5.8;159;7.086616241000001
5.6;157;6.950583099
5.5;156;5.7367830810000005
5.3;157;5.261166351
5.0;158;4.308666504
4.8;159;3.9084999239999996
4.4;154;3.423299957
3.9;149;3.002183289
3.6;145;2.473700001
3.4;146;2.46
3.2;146;1.912933334
3.0;147;1.8769999999999998
2.8;144;2.055433319
2.5;141;2.078983299
2.3;138;1.9569999999999999
2.3;127;1.9569999999999999
2.4;116;1.9569999999999999
2.4;105;1.9569999999999999
2.3;104;1.9569999999999999
2.3;104;1.9569999999999999
1.6;123;2.130333313
2.0;124;3.697666504
2.3;126;5.431399765
2.7;127;5.203583145
2.6;126;3.448716614
2.4;126;3.377
2.3;125;3.377
2.2;133;3.377
2.2;140;3.377
2.1;148;3.306616669
2.5;156;3.017133331
2.8;164;2.699166664
4.1;166;2.735
4.0;169;2.735
3.8;171;2.735
3.7;174;2.704099976
4.2;173;2.044966629
4.7;172;2.1055
5.2;171;2.356333313
5.4;170;2.8333666230000003
5.5;169;3.086633286
5.7;168;3.269516556
5.5;167;3.639333282
5.3;165;3.7816499180000003
4.9;165;3.4382666630000003
4.9;166;3.3719832610000005
4.8;167;4.445916534
4.8;168;4.977349762
5.0;167;5.69614978
5.3;165;4.0828497310000005
5.5;164;3.554866531
5.6;162;4.011249832
5.7;160;4.2583332060000005
5.8;158;4.390383255
5.8;153;6.484349609
5.9;149;4.700166412
5.9;153;3.585966553
5.6;150;4.084166473
5.2;146;5.064466522
4.9;143;5.426299773999999
4.7;143;5.033568756
4.6;142;4.907933289
4.4;142;4.648249893
4.0;134;4.142899933
3.6;125;3.570299999
3.2;117;2.696533295
2.8;119;2.226
2.4;122;2.2680000000000002
2.3;114;2.2680000000000002
2.1;111;2.2680000000000002
1.9;108;2.2680000000000002
1.7;105;2.2680000000000002
1.8;117;2.2680000000000002
1.9;129;2.2680000000000002
2.0;141;2.2680000000000002
2.1;138;2.2680000000000002
2.1;136;2.2680000000000002
2.2;133;2.2680000000000002
2.4;141;2.2680000000000002
2.6;149;2.2680000000000002
3.1;149;2.2680000000000002
3.6;149;2.2680000000000002
4.1;150;2.534916641
4.6;150;2.704233276
4.8;150;3.138183197
4.9;151;3.8867832339999997
5.1;151;4.880633179
5.4;151;5.976533172999999
5.6;151;6.054983032000001
5.9;151;7.269499695
6.4;159;8.56331604
6.9;166;9.075516235
6.9;178;10.69129932
7.4;181;15.42446594
7.8;184;18.7809823
8.3;187;21.10814905
8.6;195;20.777882199999997
8.9;202;16.09611597
9.2;210;32.49049878
10.3;215;35.00673169
11.4;221;37.03539746
12.5;226;36.00548193
12.7;231;36.45059717
12.8;235;36.95253101
14.8;232;38.06456641
12.4;256;38.45318311
10.0;280;31.82451587
7.6;304;20.09406555
7.4;301;18.23261603
7.3;297;17.31224945
7.1;294;12.74389954
6.5;289;10.16601648
5.8;285;7.933783203
5.2;280;5.648799652
5.6;263;5.916033142000001
6.1;247;3.33066658
4.7;228;6.80178299
6.4;231;23.91021606
8.1;234;28.16606567
9.8;237;27.27486548
10.9;238;31.63039893
12.0;239;34.3963811
13.1;240;35.84609839
13.0;246;36.94453076
12.9;251;37.32904932
12.8;257;37.06301367
12.4;262;35.15248169
12.0;268;35.81104858
11.5;272;33.51916528
11.3;271;32.11154932
11.2;270;35.26803125
11.0;269;33.19693188
10.4;265;26.58031543
9.9;260;27.02559912
9.3;256;20.96753223
9.8;251;17.51748291
10.2;247;26.57939917
10.7;242;22.54156567
9.8;264;23.77508252
8.8;286;24.04599927
8.0;314;23.8168822
8.7;315;23.87656555
9.3;315;22.41394922
10.0;316;24.41864905
9.4;316;34.65141504
8.9;315;31.08594849
8.3;315;31.21388232
8.1;320;30.00259863
7.9;326;26.75926599
7.7;331;25.05718262
7.6;329;12.70984967
7.5;327;14.58014941
6.6;353;9.821566345
6.2;350;3.701733215
5.8;347;16.720582399999998
5.4;344;6.988299965
5.2;330;4.405933182
5.1;316;6.946933136
4.9;302;4.182716492
5.5;301;10.89198285
6.1;300;11.97023254
6.7;299;6.764799866000001
6.7;300;13.05416614
6.7;300;16.33078265
4.0;295;17.262248899999996
5.0;296;14.67151636
6.1;298;11.65513263
7.1;299;9.22966626
7.1;303;15.56101563
7.1;306;16.88474939
7.1;310;20.08796545
6.9;307;20.80654895
6.7;305;10.16718237
6.5;302;9.211666199
6.6;292;16.99464929
6.8;283;14.73714941
7.0;285;12.71591589
6.6;287;8.573816467
6.3;288;13.95931616
5.9;290;18.98804846
6.2;291;11.02013269
6.5;291;10.80543286
6.8;292;12.88744949
6.6;293;8.931199646
6.5;293;8.99086615
6.3;294;5.912349762000001
6.6;295;16.41669897
6.9;297;18.127166199999998
7.9;299;9.585166077
8.2;305;11.92699963
8.5;310;20.39346606
