/arome_airtemp_6491_1087;/arome_airpress_6491_1087;/arome_winddir_6491_1087;/arome_windvel_6491_1087;YVIK-YtreVikna1-Sum-produksjon
11.17202;1017.8944;296.402607;3.1484986889999997;2.773
11.24526;1017.90375;275.7921908;3.1846945439999996;2.773
11.2194;1018.1556;279.52106039999995;3.761507261;2.773
10.98354;1018.2675;278.345765;4.05916184;2.6210000000000004
10.74697;1017.91875;84.12976512;4.543269024;2.545
10.673;1017.8406;73.68526234;5.093331855;2.6888833310000004
10.74404;1017.7669;73.39800935;6.1344812829999995;2.7643499910000005
10.30996;1017.8144;285.1028254;6.110438471;2.680783279
10.20767;1017.47375;87.89031901;6.687742432;2.740816605
10.392719999999999;1017.0119;81.84662938;6.186752825;3.353866547
10.6681;1016.5631;79.09497718;7.050382886;3.432549957
10.85195;1016.47375;76.21614666;7.275281877;3.920099884
11.23794;1016.825;313.7372258;6.155197901;5.033133133
11.03164;1016.6381;303.78360539999994;5.277901354;5.920449737999999
11.1525;1016.5231;285.2600382;5.089373366;5.561283127
11.16982;1016.4906;89.70455824;5.100715811000001;4.2860000000000005
11.216460000000001;1016.0294;81.66866375;5.500266722999999;4.2211832430000005
11.31826;1015.6894;77.26321984;6.169959872000001;4.197599838
11.81216;1015.3675;285.95807060000004;6.708604477000001;3.6441000060000004
11.75747;1014.5756;285.5614878;6.101581311;3.26631662
11.69717;1014.4056;276.9101016;5.52433698;3.162599945
11.7421;1014.3044;283.0918799;4.875200425;3.459216614
11.7565;1014.0556;274.9204965;4.525934937;2.993516647
11.78164;1013.7794;89.80099125;4.32857741;2.658933304
11.8644;1013.6494;86.93979335;4.235837753;2.215216629
11.95083;1013.54875;271.7428582;4.274016605;2.124333328
12.07095;1013.4881;88.49108093;4.124049664;2.194716591
12.19473;1013.855;270.1468427;3.983058681;2.370899948
12.25308;1013.855;88.77235865;3.7696955819999998;2.661266636
12.24624;1013.83875;278.8577971;3.525673252;2.3686999319999997
12.42178;1013.90625;329.6041741;2.564600121;2.7490498960000003
12.38442;1013.5344;331.5775503;2.849621227;2.610833267
12.01455;1013.1606;34.00692429;4.937326516000001;2.50548333
11.8495;1013.1775;39.60969961;4.514793574;3.130916565
11.76113;1013.2269;34.18518457;4.539495255;3.529333313
11.67202;1013.30875;37.10232195;4.231854139;3.0750332489999996
11.81582;1013.7381;40.37531699;4.335757617;2.486599991
11.838280000000001;1013.4125;37.49593857;3.997116241;2.229466667
11.81875;1013.55375;38.92832987;4.074581104;2.128266666
11.77944;1013.5231;42.92989824;3.7142011960000003;2.122
11.77212;1013.4544;48.17844768;3.254702768;2.122
11.74136;1013.1425;55.36168522;3.1765840080000003;2.122
11.976460000000001;1013.1481;77.50523032;2.699740705;2.0289666669999997
12.04873;1012.885;276.3040457;2.405401672;1.993999969
12.13345;1012.7506;84.13797650000001;1.653008426;2.187783295
12.26187;1012.8856;76.84948918;2.395052387;4.720866425
12.30923;1012.87875;89.61297459;3.2568397019999997;9.999516174
12.04873;1012.72125;85.38983411;4.4254804530000005;8.026783081
12.22354;1013.0456;282.4729087;2.9135779760000005;6.297116364
12.35928;1013.33375;329.30759889999996;3.648212497;8.183383057
12.33267;1013.72625;315.61844510000003;5.693831462;10.71584967
12.1188;1013.9169;302.87298910000004;7.178411642;7.8371496579999995
11.89175;1013.9881;304.2583468;6.82906796;6.859033081000001
11.6957;1014.1319;303.88180669999997;6.763413715;4.20969986
11.8212;1014.6375;302.9139743;5.697249567;3.653749908
11.80752;1015.2975;291.9961958;6.540181776;3.5855832519999997
11.70547;1014.84;279.7329985;7.264827995;4.65958313
11.662;1015.1869;272.80631360000007;7.43418546;7.204599883999999
11.65225;1015.4325;84.64768315;7.057382917999999;7.179416412
11.78433;1015.6156;84.56397924;6.683770867000001;6.855449768
11.7433;1015.70375;87.88684669;9.056396756;7.411233032
11.41592;1015.9931;276.92958460000006;10.88122643;10.64699939
11.00845;1016.3775;285.3255671;10.67066852;13.16916614
10.7421;1016.82375;285.65107620000003;10.9242483;19.25031598
10.532860000000001;1016.8006;285.8861341;11.13277667;23.63698224
10.2538;1016.9506;283.5789568;11.84114502;13.05274951
