ExcelDato;/SKOM-SfjHydVindhMid-T0016A3 -0120;/STORM-Bess-Vindhast-25km;/STORM-Vals-Vindhast-25km
42074.6250;9.4300;5.5000;7.2000
42074.6667;11.0200;5.7000;7.3000
42074.7083;13.2700;6.3000;7.8000
42074.7500;14.6400;6.8000;8.3000
42074.7917;14.8200;8.3000;9.6000
42074.8333;14.4400;8.9000;10.0000
42074.8750;15.0600;9.5000;10.4000
42074.9167;13.8800;10.1000;10.8000
42074.9583;12.8100;10.0000;10.3000
42075.0000;11.1300;9.9000;9.7000
42075.0417;10.5400;9.8000;9.2000
42075.0833;11.5000;11.2000;10.8000
42075.1250;9.6400;12.6000;12.5000
42075.1667;8.7500;14.0000;14.1000
42075.2083;16.7600;13.0000;13.1000
42075.2500;16.5300;12.0000;12.2000
42075.2917;11.7300;11.6000;11.7000
42075.3333;11.9700;10.1000;10.2000
42075.3750;9.2600;8.7000;8.7000
42075.4167;9.6500;7.2000;7.2000
42075.4583;8.8400;6.5000;6.4000
42075.5000;8.2200;5.7000;5.6000
42075.5417;7.2000;5.0000;4.8000
42075.5833;5.3500;4.5000;4.5000
42075.6250;3.7100;3.9000;4.2000
42075.6667;5.1700;3.4000;3.9000
42075.7083;7.3200;4.4000;6.0000
42075.7500;11.2300;5.4000;8.2000
42075.7917;16.0500;5.8000;10.0000
42075.8333;17.9600;7.4000;10.5000
42075.8750;16.5900;8.9000;10.9000
42075.9167;16.1700;10.5000;11.4000
42075.9583;15.6400;10.1000;10.7000
42076.0000;14.0200;9.8000;9.9000
42076.0417;10.3400;9.4000;9.2000
42076.0833;10.7500;8.8000;8.6000
42076.1250;9.7700;8.1000;7.9000
42076.1667;9.6100;7.5000;7.3000
42076.2083;6.6000;6.9000;6.8000
42076.2500;5.8300;6.3000;6.2000
42076.2917;6.2200;6.9000;6.6000
42076.3333;6.8500;5.9000;5.5000
42076.3750;6.3600;4.8000;4.5000
42076.4167;5.4800;3.8000;3.4000
42076.4583;4.7000;3.3000;2.6000
42076.5000;4.6700;2.8000;1.8000
42076.5417;3.5600;2.3000;1.0000
42076.5833;2.4600;2.9000;1.7000
42076.6250;4.9900;3.5000;2.3000
42076.6667;6.7000;4.1000;3.0000
42076.7083;6.5700;5.1000;4.5000
42076.7500;7.0800;6.0000;6.1000
42076.7917;7.2900;8.0000;8.4000
42076.8333;8.4700;7.4000;8.1000
42076.8750;8.8800;6.7000;7.8000
42076.9167;7.2800;6.1000;7.5000
42076.9583;7.4100;5.5000;6.5000
42077.0000;6.6500;4.8000;5.6000
42077.0417;5.7100;4.2000;4.6000
42077.0833;5.7800;4.3000;4.5000
42077.1250;3.8200;4.3000;4.5000
42077.1667;2.6900;4.4000;4.4000
42077.2083;3.2100;3.8000;3.9000
42077.2500;3.1500;3.3000;3.4000
42077.2917;3.0600;3.4000;3.0000
42077.3333;3.0100;2.7000;3.4000
42077.3750;3.0000;2.1000;3.8000
42077.4167;3.6600;1.4000;4.2000
42077.4583;5.2500;1.9000;4.6000
42077.5000;5.0900;2.4000;5.0000
42077.5417;6.3600;2.9000;5.4000
42077.5833;7.1000;3.2000;5.4000
42077.6250;6.8000;3.5000;5.4000
42077.6667;7.4500;3.8000;5.4000
42077.7083;5.6300;3.6000;5.3000
42077.7500;6.4800;3.5000;5.1000
42077.7917;5.9600;3.6000;4.8000
42077.8333;5.4500;3.7000;4.2000
42077.8750;3.9900;3.9000;3.7000
42077.9167;4.0900;4.0000;3.1000
42077.9583;4.4200;3.7000;3.3000
42078.0000;4.1300;3.5000;3.5000
42078.0417;3.4200;3.2000;3.7000
42078.0833;3.4100;3.2000;4.0000
42078.1250;4.8300;3.1000;4.3000
42078.1667;5.3700;3.1000;4.6000
42078.2083;4.4500;3.1000;4.7000
42078.2500;4.6100;3.1000;4.8000
42078.2917;5.2400;3.0000;4.6000
42078.3333;5.5100;2.7000;4.6000
42078.3750;5.6100;2.4000;4.6000
42078.4167;4.8100;2.1000;4.6000
42078.4583;5.2100;1.9000;4.3000
42078.5000;4.9700;1.7000;4.1000
42078.5417;5.0400;1.5000;3.8000
42078.5833;4.8900;1.3000;2.9000
42078.6250;4.4300;1.1000;2.1000
42078.6667;4.0200;0.9000;1.2000
42078.7083;4.2800;1.5000;1.8000
42078.7500;5.1300;2.0000;2.4000
42078.7917;5.0000;2.5000;3.3000
42078.8333;5.3700;2.7000;3.9000
42078.8750;5.7400;3.0000;4.5000
42078.9167;6.0500;3.2000;5.1000
42078.9583;6.4300;3.0000;5.6000
42079.0000;8.0500;2.8000;6.0000
42079.0417;6.9900;2.6000;6.5000
42079.0833;8.0700;3.3000;6.3000
42079.1250;8.7700;3.9000;6.0000
42079.1667;6.8500;4.6000;5.8000
42079.2083;5.5500;4.6000;5.4000
42079.2500;4.6000;4.5000;4.9000
42079.2917;4.0600;4.2000;3.8000
42079.3333;5.4100;3.9000;3.6000
42079.3750;6.5200;3.7000;3.5000
42079.4167;5.0600;3.4000;3.3000
42079.4583;5.0000;2.7000;2.7000
42079.5000;4.5100;1.9000;2.2000
42079.5417;4.7200;1.2000;1.6000
42079.5833;5.3000;1.5000;1.8000
42079.6250;5.0800;1.7000;2.1000
42079.6667;6.1200;2.0000;2.3000
42079.7083;6.8000;2.2000;2.4000
42079.7500;5.6000;2.5000;2.5000
42079.7917;5.5700;3.3000;3.9000
42079.8333;6.1200;3.9000;4.5000
42079.8750;6.9400;4.6000;5.1000
42079.9167;4.4500;5.2000;5.7000
42079.9583;4.0400;5.1000;5.4000
42080.0000;4.7700;5.1000;5.0000
42080.0417;5.2200;5.0000;4.7000
42080.0833;5.6200;4.6000;4.4000
42080.1250;5.1200;4.3000;4.1000
42080.1667;4.4800;3.9000;3.8000
42080.2083;4.8500;3.7000;3.7000
42080.2500;3.9700;3.4000;3.7000
42080.2917;4.3800;3.5000;3.9000
42080.3333;3.0400;3.1000;3.7000
42080.3750;2.3900;2.7000;3.6000
42080.4167;2.0000;2.3000;3.4000
42080.4583;3.2600;1.9000;2.8000
42080.5000;3.3400;1.4000;2.2000
42080.5417;3.2600;1.0000;1.6000
42080.5833;4.4400;1.2000;1.7000
42080.6250;5.1200;1.4000;1.8000
42080.6667;4.8000;1.6000;1.9000
42080.7083;5.5700;1.9000;2.3000
42080.7500;5.5200;2.1000;2.6000
42080.7917;5.7700;2.5000;3.8000
42080.8333;2.5700;2.8000;4.1000
42080.8750;4.8100;3.1000;4.3000
42080.9167;3.6700;3.4000;4.6000
42080.9583;3.9400;3.4000;4.4000
42081.0000;5.9800;3.4000;4.3000
42081.0417;6.3000;3.4000;4.1000
42081.0833;4.6700;3.3000;3.9000
42081.1250;4.2800;3.2000;3.8000
42081.1667;3.9300;3.1000;3.6000
42081.2083;3.1100;2.9000;3.4000
42081.2500;2.9300;2.7000;3.3000
42081.2917;3.4800;2.6000;3.4000
42081.3333;2.9400;2.8000;3.5000
42081.3750;2.7300;3.1000;3.5000
42081.4167;3.0300;3.3000;3.6000
42081.4583;3.4900;3.7000;3.4000
42081.5000;4.6600;4.0000;3.1000
42081.5417;5.0000;4.4000;2.9000
42081.5833;6.0500;4.7000;3.5000
42081.6250;6.3500;4.9000;4.1000
42081.6667;4.9300;5.2000;4.7000
42081.7083;4.8700;5.4000;5.2000
42081.7500;5.4300;5.7000;5.6000
42081.7917;6.0200;5.5000;5.6000
42081.8333;7.3700;6.2000;6.3000
42081.8750;9.6700;6.8000;7.1000
42081.9167;9.9000;7.5000;7.8000
42081.9583;11.4400;8.0000;8.5000
42082.0000;11.8700;8.6000;9.1000
42082.0417;13.6700;9.1000;9.8000
42082.0833;14.0900;9.8000;10.5000
42082.1250;14.0400;10.4000;11.2000
42082.1667;18.3100;11.1000;11.9000
42082.2083;15.9300;10.6000;11.6000
42082.2500;15.4500;10.2000;11.3000
42082.2917;15.0600;10.4000;11.5000
42082.3333;15.2500;9.6000;11.0000
42082.3750;14.3900;8.9000;10.6000
42082.4167;9.4500;8.1000;10.1000
42082.4583;9.3800;7.6000;9.0000
42082.5000;9.7600;7.1000;7.8000
42082.5417;9.1900;6.6000;6.7000
42082.5833;9.1300;6.0000;6.5000
42082.6250;8.5300;5.5000;6.2000
42082.6667;7.9300;4.9000;6.0000
42082.7083;7.6000;4.8000;5.5000
42082.7500;6.5600;4.6000;5.1000
42082.7917;7.0800;5.2000;6.4000
42082.8333;6.4900;5.1000;6.1000
42082.8750;6.2100;4.9000;5.9000
42082.9167;6.1600;4.8000;5.6000
42082.9583;5.8200;4.7000;5.3000
42083.0000;7.2100;4.5000;5.0000
42083.0417;5.7300;4.4000;4.7000
42083.0833;4.8000;3.9000;4.8000
42083.1250;5.8200;3.3000;4.9000
42083.1667;4.3400;2.8000;5.0000
42083.2083;3.4500;3.2000;4.6000
42083.2500;3.1900;3.6000;4.1000
42083.2917;4.0700;4.3000;4.2000
42083.3333;5.3700;4.8000;4.7000
42083.3750;6.5000;5.2000;5.1000
42083.4167;6.4700;5.7000;5.6000
42083.4583;5.2900;5.6000;6.2000
42083.5000;4.9900;5.4000;6.8000
42083.5417;4.2700;5.3000;7.4000
42083.5833;4.4700;5.6000;7.8000
42083.6250;5.6000;6.0000;8.1000
42083.6667;5.3400;6.3000;8.5000
42083.7083;4.7300;6.5000;8.6000
42083.7500;6.0800;6.6000;8.8000
42083.7917;5.4700;5.7000;8.0000
42083.8333;5.6500;5.7000;8.0000
42083.8750;4.9000;5.8000;7.9000
42083.9167;5.2800;5.8000;7.9000
42083.9583;4.9400;5.5000;7.6000
42084.0000;4.2000;5.3000;7.4000
42084.0417;2.7700;5.0000;7.1000
42084.0833;1.3100;4.9000;6.5000
42084.1250;1.7500;4.9000;6.0000
42084.1667;1.5800;4.8000;5.4000
42084.2083;0.9000;4.6000;5.2000
42084.2500;0.8100;4.3000;4.9000
42084.2917;1.5400;3.6000;4.0000
42084.3333;2.3600;3.4000;3.5000
42084.3750;2.7200;3.3000;2.9000
42084.4167;2.0100;3.1000;2.4000
42084.4583;2.8200;2.9000;2.1000
42084.5000;3.0900;2.7000;1.9000
42084.5417;4.5600;2.5000;1.6000
42084.5833;4.8600;2.6000;1.5000
42084.6250;4.7600;2.8000;1.3000
42084.6667;4.8200;2.9000;1.2000
42084.7083;5.2600;3.0000;1.5000
42084.7500;4.2100;3.0000;1.7000
42084.7917;4.4500;3.7000;1.7000
42084.8333;6.4100;4.2000;3.2000
42084.8750;7.1200;4.8000;4.7000
42084.9167;7.8600;5.3000;6.2000
42084.9583;9.6700;6.4000;7.0000
42085.0000;9.8900;7.5000;7.9000
42085.0417;11.1000;8.6000;8.7000
42085.0833;10.5800;9.7000;9.1000
42085.1250;11.0600;10.7000;9.6000
42085.1667;10.7400;11.8000;10.0000
42085.2083;9.5400;13.1000;12.1000
42085.2500;10.9600;14.5000;14.3000
42085.2917;21.9200;16.2000;16.3000
42085.3333;21.7200;15.9000;16.1000
42085.3750;20.7400;15.5000;16.0000
42085.4167;20.4700;15.2000;15.8000
42085.4583;20.9800;15.2000;15.3000
42085.5000;19.4900;15.1000;14.9000
42085.5417;18.1600;15.1000;14.4000
42085.5833;17.4400;14.2000;14.2000
42085.6250;13.0200;13.3000;14.0000
42085.6667;13.6900;12.4000;13.8000
42085.7083;13.0600;12.0000;13.1000
42085.7500;13.1900;11.6000;12.5000
42085.7917;13.3400;10.5000;11.2000
42085.8333;13.2300;9.9000;9.6000
42085.8750;11.5500;9.3000;7.9000
42085.9167;10.2500;8.7000;6.3000
42085.9583;5.7300;7.4000;6.8000
42086.0000;4.4900;6.0000;7.4000
42086.0417;4.6900;4.7000;7.9000
42086.0833;4.4900;5.6000;7.8000
42086.1250;5.2300;6.5000;7.8000
42086.1667;8.0900;7.4000;7.7000
42086.2083;8.1000;7.8000;8.0000
42086.2500;13.5300;8.1000;8.3000
42086.2917;16.4500;9.9000;8.5000
42086.3333;16.5200;10.1000;9.5000
42086.3750;18.3700;10.4000;10.6000
42086.4167;14.4700;10.6000;11.6000
42086.4583;13.1400;11.8000;13.2000
42086.5000;16.6500;12.9000;14.7000
42086.5417;17.6500;14.1000;16.3000
42086.5833;22.5600;14.6000;17.0000
42086.6250;20.9600;15.1000;17.6000
42086.6667;21.9900;15.6000;18.3000
42086.7083;21.3800;12.4000;16.5000
42086.7500;16.6300;9.1000;14.7000
42086.7917;5.1400;6.3000;14.8000
42086.8333;4.3600;7.1000;13.6000
42086.8750;5.4100;7.8000;12.4000
42086.9167;8.2900;8.6000;11.2000
42086.9583;7.1000;8.0000;10.2000
42087.0000;8.4400;7.3000;9.2000
42087.0417;7.4000;6.7000;8.2000
42087.0833;8.6300;6.7000;8.0000
42087.1250;7.6100;6.6000;7.8000
42087.1667;6.4100;6.6000;7.6000
42087.2083;8.0100;6.2000;7.1000
42087.2500;8.0900;5.8000;6.5000
42087.2917;5.1600;5.3000;6.0000
42087.3333;4.2200;5.3000;5.5000
42087.3750;6.3300;5.3000;4.9000
42087.4167;4.6200;5.3000;4.4000
42087.4583;5.1200;5.0000;4.6000
42087.5000;6.0700;4.8000;4.7000
42087.5417;5.2800;4.5000;4.9000
42087.5833;6.5600;4.7000;5.3000
42087.6250;6.7700;5.0000;5.6000
42087.6667;5.4800;5.2000;6.0000
42087.7083;6.1200;5.0000;6.1000
42087.7500;6.1000;4.7000;6.3000
42087.7917;5.4700;4.7000;6.4000
42087.8333;3.7100;4.3000;6.0000
42087.8750;4.3000;4.0000;5.6000
42087.9167;5.3600;3.6000;5.2000
42087.9583;5.7600;3.5000;4.6000
42088.0000;6.8000;3.3000;4.0000
42088.0417;8.2600;3.2000;3.4000
42088.0833;8.7400;4.2000;4.0000
42088.1250;7.9100;5.2000;4.6000
42088.1667;6.9100;6.2000;5.2000
42088.2083;9.0400;6.5000;6.4000
42088.2500;9.5100;6.7000;7.6000
42088.2917;8.9200;7.1000;8.9000
42088.3333;9.6200;7.1000;9.1000
42088.3750;12.2900;7.0000;9.2000
42088.4167;12.0800;7.0000;9.4000
42088.4583;11.6700;6.8000;9.0000
42088.5000;11.4300;6.6000;8.7000
42088.5417;10.4800;6.4000;8.3000
42088.5833;10.1200;6.3000;7.9000
42088.6250;8.9500;6.1000;7.4000
42088.6667;9.5300;6.0000;7.0000
42088.7083;9.1800;6.2000;7.1000
42088.7500;10.6800;6.5000;7.3000
42088.7917;11.3700;6.7000;7.1000
42088.8333;9.5700;6.7000;7.4000
42088.8750;8.2900;6.8000;7.8000
42088.9167;8.0500;6.8000;8.1000
42088.9583;8.0700;7.1000;8.6000
42089.0000;6.7300;7.4000;9.0000
42089.0417;7.4200;7.7000;9.5000
42089.0833;8.7900;8.0000;9.9000
42089.1250;10.3100;8.2000;10.4000
42089.1667;10.0600;8.5000;10.8000
42089.2083;11.2400;9.0000;11.6000
42089.2500;16.0000;9.4000;12.5000
42089.2917;16.6100;9.5000;12.6000
42089.3333;16.7300;9.7000;12.8000
42089.3750;16.3600;9.9000;13.1000
42089.4167;15.8100;10.1000;13.3000
42089.4583;16.0000;10.2000;13.2000
42089.5000;16.2800;10.3000;13.0000
42089.5417;17.3900;10.4000;12.9000
42089.5833;17.5700;10.4000;12.8000
42089.6250;13.2400;10.5000;12.8000
42089.6667;11.7800;10.5000;12.7000
42089.7083;12.4400;10.3000;11.9000
42089.7500;14.5500;10.2000;11.1000
42089.7917;14.4300;9.2000;10.1000
42089.8333;17.4200;8.8000;9.8000
42089.8750;15.1800;8.3000;9.5000
42089.9167;13.6700;7.9000;9.2000
42089.9583;12.3200;7.5000;8.4000
42090.0000;9.2300;7.2000;7.7000
42090.0417;7.0300;6.8000;6.9000
42090.0833;7.1700;6.3000;6.1000
42090.1250;5.4900;5.8000;5.3000
42090.1667;4.9500;5.3000;4.5000
42090.2083;4.0600;4.9000;4.3000
42090.2500;3.8300;4.5000;4.1000
42090.2917;2.6800;4.0000;3.5000
42090.3333;2.7400;3.7000;3.7000
42090.3750;4.2100;3.5000;3.8000
42090.4167;3.6600;3.2000;4.0000
42090.4583;2.8200;3.4000;3.9000
42090.5000;3.1300;3.7000;3.7000
42090.5417;2.9200;3.9000;3.6000
42090.5833;3.5100;4.1000;4.1000
42090.6250;3.3200;4.4000;4.6000
42090.6667;4.1400;4.6000;5.1000
42090.7083;4.9300;4.9000;5.3000
42090.7500;4.2900;5.1000;5.5000
42090.7917;5.2000;4.6000;5.7000
42090.8333;5.3100;4.9000;5.4000
42090.8750;4.8100;5.1000;5.2000
42090.9167;4.7900;5.4000;4.9000
42090.9583;5.4000;5.6000;5.8000
42091.0000;5.7700;5.9000;6.6000
42091.0417;7.5800;6.1000;7.5000
42091.0833;6.6500;6.2000;6.8000
42091.1250;6.1500;6.2000;6.2000
42091.1667;6.2200;6.3000;5.5000
42091.2083;5.8300;6.3000;6.0000
42091.2500;7.0300;6.3000;6.6000
42091.2917;5.8400;6.0000;7.0000
42091.3333;6.8900;6.4000;6.2000
42091.3750;5.8400;6.9000;5.5000
42091.4167;7.1200;7.3000;4.7000
42091.4583;6.7900;6.5000;4.8000
42091.5000;7.2100;5.7000;5.0000
42091.5417;7.5000;4.9000;5.1000
42091.5833;7.8400;4.2000;5.4000
42091.6250;8.7600;3.4000;5.7000
42091.6667;11.2300;2.7000;6.0000
42091.7083;11.1300;4.1000;7.4000
42091.7500;14.1200;5.6000;8.8000
42091.7917;16.5300;7.2000;10.3000
42091.8333;20.4600;8.3000;10.8000
42091.8750;17.8600;9.5000;11.4000
42091.9167;18.9800;10.6000;11.9000
42091.9583;17.3000;10.4000;11.2000
42092.0000;17.4900;10.2000;10.5000
42092.0417;NaN;10.0000;9.8000
42092.1250;16.3100;9.7000;9.5000
42092.1667;15.2900;9.5000;9.2000
42092.2083;14.0200;9.2000;8.9000
42092.2500;14.2300;8.5000;7.7000
42092.2917;10.8600;7.8000;6.6000
42092.3333;10.2300;8.7000;7.4000
42092.3750;7.7200;7.9000;6.3000
42092.4167;8.0300;7.0000;5.1000
42092.4583;6.6500;6.2000;4.0000
42092.5000;6.6500;5.5000;3.7000
42092.5417;7.2700;4.8000;3.3000
42092.5833;5.0100;4.1000;3.0000
42092.6250;5.2900;4.9000;4.5000
42092.6667;6.1600;5.8000;5.9000
42092.7083;4.9700;6.6000;7.4000
42092.7500;4.9200;5.9000;6.9000
42092.7917;7.2900;5.3000;6.5000
42092.8333;7.3700;5.6000;7.6000
42092.8750;5.9700;5.1000;7.0000
42092.9167;5.8800;4.7000;6.5000
42092.9583;5.1300;4.2000;5.9000
42093.0000;5.0000;4.1000;5.6000
42093.0417;3.6500;4.1000;5.3000
42093.0833;2.9000;4.0000;5.0000
42093.1250;2.8500;3.7000;4.4000
42093.1667;3.4900;3.5000;3.8000
42093.2083;4.5000;3.2000;3.2000
42093.2500;3.2200;3.1000;2.9000
42093.2917;2.9500;2.9000;2.7000
42093.3333;3.2900;3.5000;3.5000
42093.3750;4.0800;3.4000;3.1000
42093.4167;2.5100;3.3000;2.6000
42093.4583;2.9800;3.2000;2.2000
42093.5000;4.7500;2.9000;2.3000
42093.5417;5.0500;2.7000;2.3000
42093.5833;4.4200;2.4000;2.4000
42093.6250;4.1600;2.3000;2.6000
42093.6667;4.4700;2.1000;2.7000
42093.7083;3.1000;2.0000;2.9000
42093.7500;3.1000;2.1000;2.7000
42093.7917;1.6600;2.1000;2.4000
42093.8333;3.0000;0.5000;2.5000
42093.8750;5.1100;1.3000;2.9000
42093.9167;5.5500;2.2000;3.3000
42093.9583;5.3900;3.0000;3.7000
42094.0000;4.1100;3.1000;3.9000
42094.0417;5.4800;3.3000;4.1000
42094.0833;4.6200;3.4000;4.3000
42094.1250;3.2500;3.4000;4.3000
42094.1667;3.5800;3.3000;4.3000
42094.2083;4.0500;3.3000;4.3000
42094.2500;2.8100;3.1000;3.6000
42094.2917;2.1500;3.0000;2.8000
42094.3333;1.3300;2.8000;1.9000
42094.3750;1.3400;2.9000;1.6000
42094.4167;1.0500;2.9000;1.4000
42094.4583;1.9800;3.0000;1.1000
42094.5000;2.8500;2.9000;1.1000
42094.5417;0.0000;2.8000;1.2000
42094.5833;0.0000;2.7000;1.2000
42094.6250;0.0000;2.3000;1.4000
42094.6667;0.0000;2.0000;1.6000
42094.7083;0.0000;1.6000;1.8000
42094.7500;0.0000;1.6000;1.7000
42094.7917;0.0000;1.5000;1.5000
42094.8333;0.0000;1.3000;2.4000
42094.8750;0.0000;1.7000;2.3000
42094.9167;1.8400;2.1000;2.3000
42094.9583;3.0900;2.5000;2.2000
42095.0000;2.6200;2.4000;2.6000
42095.0417;2.7800;2.3000;2.9000
42095.0833;3.2600;2.2000;3.3000
42095.1250;2.9000;2.4000;3.4000
42095.1667;3.5800;2.7000;3.5000
42095.2083;3.0800;2.9000;3.6000
42095.2500;2.2500;3.1000;4.7000
42095.2917;1.7700;3.4000;5.7000
42095.3333;2.0500;3.2000;4.6000
42095.3750;2.4000;4.0000;5.5000
42095.4167;2.3300;4.8000;6.4000
42095.4583;3.0700;5.6000;7.3000
42095.5000;4.9000;5.8000;6.8000
42095.5417;6.3900;5.9000;6.3000
42095.5833;7.0700;6.1000;5.8000
42095.6250;6.0800;5.6000;6.5000
42095.6667;5.8800;5.1000;7.1000
42095.7083;3.0200;4.6000;7.8000
42095.7500;1.3900;4.3000;7.4000
42095.7917;2.1600;3.9000;7.1000
42095.8333;1.8600;3.0000;7.1000
42095.8750;1.9400;2.9000;6.7000
42095.9167;2.0600;2.9000;6.3000
42095.9583;3.3700;2.8000;5.9000
42096.0000;2.8200;2.2000;5.9000
42096.0417;2.0200;1.7000;5.8000
42096.0833;1.2700;1.1000;5.8000
42096.1250;0.8400;2.3000;5.5000
42096.1667;1.6800;3.6000;5.3000
42096.2083;1.6700;4.8000;5.0000
42096.2500;2.0500;5.1000;5.6000
42096.2917;2.7600;5.4000;6.1000
42096.3333;4.4500;4.6000;6.6000
42096.3750;3.8600;4.6000;6.3000
42096.4167;2.6900;4.5000;6.1000
42096.4583;2.8800;4.5000;5.8000
42096.5000;3.0100;4.7000;6.1000
42096.5417;4.2200;4.8000;6.5000
42096.5833;5.0100;5.0000;6.8000
42096.6250;6.1000;5.4000;7.3000
42096.6667;8.0100;5.9000;7.7000
42096.7083;6.8100;6.3000;8.2000
42096.7500;6.6800;6.1000;8.0000
42096.7917;5.8300;5.9000;7.8000
42096.8333;4.4400;5.6000;7.0000
42096.8750;5.2100;5.4000;6.9000
42096.9167;3.4300;5.1000;6.8000
42096.9583;3.9200;4.9000;6.7000
42097.0000;2.1300;5.0000;6.7000
42097.0417;3.9500;5.0000;6.7000
42097.0833;4.8800;5.1000;6.7000
42097.1250;4.4000;5.3000;6.7000
42097.1667;5.5600;5.4000;6.6000
42097.2083;6.3300;5.6000;6.6000
42097.2500;6.2200;5.4000;6.3000
42097.2917;5.9400;5.2000;6.1000
42097.3333;0.0000;4.0000;5.0000
42097.3750;5.0100;4.2000;5.1000
42097.4167;4.0000;4.4000;5.1000
42097.4583;3.6300;4.6000;5.2000
42097.5000;4.7900;4.5000;5.0000
42097.5417;2.1000;4.4000;4.8000
42097.5833;3.3400;4.3000;4.6000
42097.6250;3.9000;4.2000;4.5000
42097.6667;4.9800;4.1000;4.5000
42097.7083;4.4300;4.0000;4.4000
42097.7500;4.3800;3.5000;4.0000
42097.7917;4.1700;3.1000;3.5000
42097.8333;1.9500;3.2000;3.2000
42097.8750;1.4900;2.7000;2.8000
42097.9167;1.6100;2.1000;2.3000
42097.9583;1.4200;1.6000;1.9000
42098.0000;2.4200;1.3000;1.6000
42098.0417;2.3400;1.1000;1.2000
42098.0833;0.9700;0.8000;0.9000
42098.1250;1.9700;1.0000;1.1000
42098.1667;0.5700;1.2000;1.4000
42098.2083;1.3300;1.4000;1.6000
42098.2500;1.4300;1.4000;1.3000
42098.2917;1.7600;1.5000;1.0000
42098.3333;2.0500;1.6000;0.9000
42098.3750;1.9100;1.1000;1.0000
42098.4167;1.8900;0.7000;1.2000
42098.4583;1.9700;0.2000;1.3000
42098.5000;2.7800;1.0000;1.7000
42098.5417;1.9300;1.8000;2.1000
42098.5833;2.0000;2.6000;2.5000
42098.6250;2.3900;2.6000;2.9000
42098.6667;2.5400;2.5000;3.4000
42098.7083;1.8700;2.5000;3.8000
42098.7500;2.0800;2.7000;3.7000
42098.7917;2.0100;2.8000;3.7000
42098.8333;3.2300;2.9000;3.1000
42098.8750;4.6900;3.1000;3.3000
42098.9167;4.4000;3.3000;3.5000
42098.9583;5.1900;3.5000;3.7000
42099.0000;4.5500;3.7000;4.1000
42099.0417;5.6100;4.0000;4.5000
42099.0833;6.2800;4.2000;4.9000
42099.1250;7.0300;4.2000;5.2000
42099.1667;7.2900;4.3000;5.6000
42099.2083;7.0100;4.3000;5.9000
42099.2500;6.3900;4.5000;6.1000
42099.2917;7.9700;4.8000;6.4000
42099.3333;7.9300;5.7000;7.3000
42099.3750;6.5700;5.8000;7.4000
42099.4167;5.9600;5.8000;7.5000
42099.4583;7.1800;5.9000;7.6000
42099.5000;7.4500;6.0000;7.8000
42099.5417;8.1400;6.0000;8.0000
42099.5833;8.3300;6.1000;8.2000
42099.6250;7.3700;6.4000;7.9000
42099.6667;8.8600;6.6000;7.6000
42099.7083;9.4000;6.9000;7.3000
42099.7500;8.0100;6.9000;7.2000
42099.7917;7.7300;6.8000;7.2000
42099.8333;7.8000;7.0000;7.8000
42099.8750;6.2100;7.2000;8.3000
42099.9167;7.0000;7.5000;8.7000
42099.9583;9.2300;7.7000;9.2000
42100.0000;9.3300;7.7000;9.3000
42100.0417;10.7300;7.7000;9.5000
42100.0833;13.2600;7.7000;9.6000
42100.1250;13.7300;7.8000;9.5000
42100.1667;14.0300;7.8000;9.5000
42100.2083;14.1100;7.9000;9.4000
42100.2500;13.6200;8.1000;9.5000
42100.2917;12.7800;8.4000;9.5000
42100.3333;13.2400;8.5000;10.2000
42100.3750;14.0900;8.7000;10.3000
42100.4167;13.5700;8.9000;10.5000
42100.4583;13.8200;9.1000;10.6000
42100.5000;12.6200;9.2000;10.8000
42100.5417;13.2900;9.2000;10.9000
42100.5833;14.5000;9.3000;11.1000
42100.6250;13.4000;9.8000;11.5000
42100.6667;15.9200;10.4000;12.0000
42100.7083;16.6900;10.9000;12.4000
42100.7500;16.0100;11.5000;13.0000
42100.7917;18.2900;12.2000;13.7000
42100.8333;17.5600;13.0000;13.6000
42100.8750;19.8400;13.0000;14.0000
42100.9167;20.5700;12.9000;14.3000
42100.9583;18.3100;12.9000;14.7000
42101.0000;15.6800;12.8000;14.5000
42101.0417;17.3600;12.6000;14.3000
42101.0833;17.7300;12.5000;14.1000
42101.1250;17.2100;12.5000;13.9000
42101.1667;17.8700;12.4000;13.7000
42101.2083;15.7500;12.4000;13.5000
42101.2500;13.8500;11.8000;13.1000
42101.2917;12.9000;11.2000;12.8000
42101.3333;13.0700;10.5000;12.1000
42101.3750;13.7600;10.8000;12.4000
42101.4167;14.0000;11.0000;12.8000
42101.4583;15.8000;11.3000;13.1000
42101.5000;17.9900;11.8000;13.7000
42101.5417;17.7300;12.4000;14.3000
42101.5833;17.9200;12.9000;14.9000
42101.6250;17.6000;12.9000;14.7000
42101.6667;17.2400;12.9000;14.6000
42101.7083;15.3900;12.9000;14.4000
42101.7500;15.1100;12.6000;14.7000
42101.7917;18.0200;12.3000;14.9000
42101.8333;14.3600;13.4000;14.5000
42101.8750;17.1700;14.0000;15.1000
42101.9167;14.4000;14.5000;15.6000
42101.9583;19.1500;15.1000;16.2000
42102.0000;19.5700;14.6000;16.4000
42102.0417;21.0900;14.0000;16.7000
42102.0833;18.9600;13.5000;16.9000
42102.1250;17.8600;13.6000;16.6000
42102.1667;19.1700;13.8000;16.3000
42102.2083;19.8100;13.9000;16.0000
42102.2500;20.4100;13.8000;15.9000
