ExcelDato;/SKOM-SfjHydVindhMid-T0016A3 -0120;/STORM-Bess-Vindhast-25km;/STORM-Vals-Vindhast-25km
41483.3333;1.3000;1.0000;2.3000
41483.3750;1.7200;1.2000;2.7000
41483.4167;2.5800;1.4000;3.1000
41483.4583;2.4200;1.6000;3.5000
41483.5000;4.2400;2.0000;4.1000
41483.5417;5.4100;2.5000;4.8000
41483.5833;5.7700;2.9000;5.4000
41483.6250;5.6900;3.1000;5.6000
41483.6667;5.4200;3.3000;5.8000
41483.7083;7.2200;3.5000;6.0000
41483.7500;7.0800;3.5000;6.3000
41483.7917;7.6300;3.5000;6.5000
41483.8333;7.8800;3.3000;7.1000
41483.8750;9.6800;3.8000;7.7000
41483.9167;11.7100;4.2000;8.4000
41483.9583;12.1000;4.7000;9.0000
41484.0000;13.9600;5.3000;9.0000
41484.0417;13.6400;5.9000;9.0000
41484.0833;12.7500;6.5000;9.0000
41484.1250;10.5500;6.3000;8.1000
41484.1667;9.4900;6.1000;7.3000
41484.2083;8.6000;5.9000;6.4000
41484.2500;5.7900;5.0000;5.2000
41484.2917;5.7800;4.2000;4.0000
41484.3333;5.1600;4.9000;7.2000
41484.3750;5.6300;4.2000;5.4000
41484.4167;6.1700;3.5000;3.5000
41484.4583;5.4600;2.8000;1.7000
41484.5000;3.7300;2.4000;1.9000
41484.5417;3.4200;2.0000;2.2000
41484.5833;3.9400;1.6000;2.4000
41484.6250;4.2600;2.2000;3.0000
41484.6667;4.1700;2.8000;3.7000
41484.7083;3.4100;3.4000;4.3000
41484.7500;4.2400;3.6000;4.1000
41484.7917;2.6400;3.8000;3.8000
41484.8333;6.7400;2.8000;2.3000
41484.8750;8.4700;2.8000;2.3000
41484.9167;9.3900;2.7000;2.3000
41484.9583;10.1300;2.7000;2.3000
41485.0000;8.7800;2.6000;1.9000
41485.0417;6.3400;2.4000;1.6000
41485.0833;5.2200;2.3000;1.2000
41485.1250;3.9500;2.5000;1.9000
41485.1667;3.5700;2.6000;2.7000
41485.2083;3.4500;2.8000;3.4000
41485.2500;6.2800;2.9000;3.8000
41485.2917;7.8300;3.1000;4.2000
41485.3333;7.3800;3.3000;5.2000
41485.3750;7.3300;3.1000;4.9000
41485.4167;5.8800;2.8000;4.6000
41485.4583;5.0300;2.6000;4.3000
41485.5000;2.2300;2.4000;3.9000
41485.5417;0.0000;2.2000;3.6000
41485.5833;0.0000;2.0000;3.2000
41485.6250;0.0000;1.9000;3.3000
41485.6667;0.0000;1.9000;3.3000
41485.7083;0.0000;1.8000;3.4000
41485.7500;0.0000;1.7000;3.3000
41485.7917;0.0000;1.6000;3.3000
41485.8333;0.0000;2.8000;6.1000
41485.8750;0.0000;2.9000;5.1000
41485.9167;0.0000;2.9000;4.2000
41485.9583;0.0000;3.0000;3.2000
41486.0000;0.0000;2.2000;3.0000
41486.0417;0.0000;1.5000;2.9000
41486.0833;0.0000;0.7000;2.7000
41486.1250;3.6900;0.9000;3.6000
41486.1667;2.4000;1.0000;4.6000
41486.2083;5.4200;1.2000;5.5000
41486.2500;5.1700;2.3000;6.5000
41486.2917;3.8700;3.3000;7.4000
41486.3333;5.9600;4.1000;6.1000
41486.3750;6.2700;4.4000;6.0000
41486.4167;6.0700;4.6000;5.9000
41486.4583;6.8900;4.9000;5.8000
41486.5000;7.8800;4.8000;5.5000
41486.5417;7.1200;4.7000;5.2000
41486.5833;7.9300;4.6000;4.9000
41486.6250;8.0900;4.3000;5.4000
41486.6667;8.9200;4.1000;5.8000
41486.7083;7.9500;3.8000;6.3000
41486.7500;6.4500;4.1000;6.0000
41486.7917;5.8500;4.4000;5.6000
41486.8333;5.8100;5.5000;7.0000
41486.8750;4.9500;5.0000;7.1000
41486.9167;5.3500;4.6000;7.2000
41486.9583;6.0300;4.1000;7.3000
41487.0000;7.5700;4.6000;7.0000
41487.0417;8.0900;5.2000;6.7000
41487.0833;8.7400;5.7000;6.4000
41487.1250;7.4500;5.2000;5.7000
41487.1667;6.5500;4.8000;4.9000
41487.2083;6.6800;4.3000;4.2000
41487.2500;3.9600;4.1000;4.3000
41487.2917;3.1700;4.0000;4.5000
41487.3333;3.6300;4.7000;4.9000
41487.3750;3.2600;4.6000;4.4000
41487.4167;3.1700;4.5000;3.8000
41487.4583;4.2900;4.4000;3.3000
41487.5000;3.3600;4.2000;3.1000
41487.5417;2.3100;4.0000;3.0000
41487.5833;4.8000;3.8000;2.8000
41487.6250;4.4900;3.5000;2.5000
41487.6667;5.1200;3.3000;2.1000
41487.7083;4.1100;3.0000;1.8000
41487.7500;3.6500;2.7000;1.7000
41487.7917;3.4900;2.4000;1.6000
41487.8333;3.2800;1.7000;1.3000
41487.8750;2.0000;1.4000;1.2000
41487.9167;1.1800;1.0000;1.2000
41487.9583;1.9600;0.7000;1.1000
41488.0000;2.4200;1.1000;1.9000
41488.0417;2.3900;1.5000;2.8000
41488.0833;3.4200;1.9000;3.6000
41488.1250;5.9200;2.2000;3.8000
41488.1667;6.8300;2.5000;4.0000
41488.2083;7.2000;2.8000;4.2000
41488.2500;8.2600;3.2000;4.4000
41488.2917;7.3900;3.5000;4.6000
41488.3333;6.8700;3.9000;5.0000
41488.3750;4.8100;3.5000;4.1000
41488.4167;6.2500;3.0000;3.2000
41488.4583;5.0000;2.6000;2.3000
41488.5000;5.8800;2.2000;2.3000
41488.5417;4.7300;1.9000;2.3000
41488.5833;3.4800;1.5000;2.3000
41488.6250;2.9000;1.7000;3.0000
41488.6667;1.5400;2.0000;3.7000
41488.7083;0.8600;2.2000;4.4000
41488.7500;1.4400;2.3000;3.9000
41488.7917;1.8600;2.5000;3.4000
41488.8333;2.2700;1.5000;3.7000
41488.8750;4.6900;1.7000;4.0000
41488.9167;6.7100;2.0000;4.4000
41488.9583;3.5100;2.2000;4.7000
41489.0000;4.2800;2.7000;5.2000
41489.0417;5.2400;3.2000;5.7000
41489.0833;4.9900;3.7000;6.2000
41489.1250;6.4600;4.0000;6.6000
41489.1667;6.7500;4.4000;7.0000
41489.2083;5.9600;4.7000;7.4000
41489.2500;6.1900;5.1000;7.2000
41489.2917;7.4600;5.5000;7.1000
41489.3333;11.2300;5.1000;7.8000
41489.3750;12.2100;5.5000;8.2000
41489.4167;12.9400;5.9000;8.7000
41489.4583;13.8000;6.3000;9.1000
41489.5000;13.7700;6.9000;9.8000
41489.5417;14.0300;7.5000;10.4000
41489.5833;16.4100;8.1000;11.1000
41489.6250;16.0000;7.9000;10.6000
41489.6667;14.7600;7.6000;10.2000
41489.7083;15.2400;7.4000;9.7000
41489.7500;15.6700;6.6000;8.5000
41489.7917;8.5100;5.8000;7.2000
41489.8333;8.0600;6.9000;5.5000
41489.8750;6.0800;6.0000;5.1000
41489.9167;4.5100;5.0000;4.6000
41489.9583;2.2400;4.1000;4.2000
41490.0000;1.4000;3.6000;3.3000
41490.0417;2.4500;3.2000;2.5000
41490.0833;2.1900;2.7000;1.6000
41490.1250;0.8700;2.3000;2.4000
41490.1667;1.2400;1.9000;3.3000
41490.2083;1.7300;1.5000;4.1000
41490.2500;2.7000;1.8000;4.7000
41490.2917;2.6500;2.0000;5.4000
41490.3333;2.9400;2.5000;4.3000
41490.3750;4.6500;1.9000;4.1000
41490.4167;3.6000;1.4000;3.8000
41490.4583;3.4600;0.8000;3.6000
41490.5000;3.0100;1.2000;2.9000
41490.5417;1.8100;1.5000;2.3000
41490.5833;3.1400;1.9000;1.6000
41490.6250;5.8500;2.6000;2.2000
41490.6667;3.5000;3.2000;2.9000
41490.7083;4.8400;3.9000;3.5000
41490.7500;6.0900;3.8000;3.5000
41490.7917;7.4400;3.7000;3.5000
41490.8333;8.4900;2.9000;2.2000
41490.8750;6.9300;2.5000;2.9000
41490.9167;4.3200;2.1000;3.5000
41490.9583;5.1700;1.7000;4.2000
41491.0000;3.6100;1.8000;3.6000
41491.0417;2.6600;1.9000;3.1000
41491.0833;3.1900;2.0000;2.5000
41491.1250;1.1300;1.8000;2.5000
41491.1667;1.5100;1.6000;2.4000
41491.2083;2.8600;1.4000;2.4000
41491.2500;1.5700;1.7000;2.7000
41491.2917;1.7700;2.1000;3.1000
41491.3333;2.3300;2.7000;3.9000
41491.3750;5.3100;2.6000;3.3000
41491.4167;4.0100;2.4000;2.6000
41491.4583;4.9000;2.3000;2.0000
41491.5000;3.8300;2.3000;1.8000
41491.5417;4.3600;2.3000;1.6000
41491.5833;3.3000;2.3000;1.4000
41491.6250;2.2000;1.9000;2.2000
41491.6667;1.9000;1.5000;2.9000
41491.7083;2.9600;1.1000;3.7000
41491.7500;2.9500;1.5000;4.1000
41491.7917;2.2900;1.8000;4.5000
41491.8333;4.4400;2.5000;5.2000
41491.8750;7.6300;2.8000;4.4000
41491.9167;8.8200;3.0000;3.6000
41491.9583;9.6400;3.3000;2.8000
41492.0000;10.1400;3.7000;3.3000
41492.0417;8.8700;4.0000;3.8000
41492.0833;8.9100;4.4000;4.3000
41492.1250;10.0300;4.4000;5.0000
41492.1667;8.3300;4.3000;5.6000
41492.2083;7.6600;4.3000;6.3000
41492.2500;6.5300;4.3000;5.2000
41492.2917;3.6000;4.4000;4.2000
41492.3333;6.7200;5.4000;5.3000
41492.3750;7.0900;4.8000;4.3000
41492.4167;8.2900;4.1000;3.2000
41492.4583;7.8000;3.5000;2.2000
41492.5000;8.2900;3.2000;2.7000
41492.5417;9.9300;2.8000;3.1000
41492.5833;10.9600;2.5000;3.6000
41492.6250;11.6300;2.5000;3.6000
41492.6667;10.6600;2.4000;3.5000
41492.7083;9.7700;2.4000;3.5000
41492.7500;9.0500;2.2000;2.9000
41492.7917;7.4300;2.1000;2.2000
41492.8333;7.2900;3.2000;3.7000
41492.8750;4.8400;2.7000;3.6000
41492.9167;2.4100;2.1000;3.6000
41492.9583;3.0500;1.6000;3.5000
41493.0000;3.0400;2.6000;5.2000
41493.0417;5.5600;3.6000;6.8000
41493.0833;6.0800;4.6000;8.5000
41493.1250;7.6500;4.9000;8.5000
41493.1667;6.4700;5.2000;8.4000
41493.2083;7.1900;5.5000;8.4000
41493.2500;6.3500;5.5000;7.9000
41493.2917;4.9800;5.4000;7.4000
41493.3333;4.2500;5.1000;6.3000
41493.3750;3.5600;4.7000;5.5000
41493.4167;4.8000;4.3000;4.6000
41493.4583;4.0900;3.9000;3.8000
41493.5000;3.8100;3.8000;3.6000
41493.5417;2.9300;3.8000;3.5000
41493.5833;2.8600;3.7000;3.3000
41493.6250;3.1600;3.4000;3.0000
41493.6667;4.6300;3.0000;2.6000
41493.7083;5.3100;2.7000;2.3000
41493.7500;4.4800;2.2000;2.1000
41493.7917;4.2400;1.7000;1.8000
41493.8333;2.4300;1.4000;1.7000
41493.8750;3.3200;1.5000;1.4000
41493.9167;3.2800;1.7000;1.1000
41493.9583;3.8800;1.8000;0.8000
41494.0000;2.9600;1.9000;1.2000
41494.0417;3.1600;2.1000;1.5000
41494.0833;3.2900;2.2000;1.9000
41494.1250;1.9900;2.1000;2.1000
41494.1667;1.1900;1.9000;2.3000
41494.2083;0.8700;1.8000;2.5000
41494.2500;1.0300;1.5000;2.6000
41494.2917;1.1200;1.3000;2.8000
41494.3333;1.4600;2.0000;3.2000
41494.3750;1.6800;2.1000;3.8000
41494.4167;2.7200;2.1000;4.3000
41494.4583;2.7200;2.2000;4.9000
41494.5000;4.0500;2.8000;5.6000
41494.5417;3.9200;3.3000;6.2000
41494.5833;5.1900;3.9000;6.9000
41494.6250;6.1700;4.3000;7.3000
41494.6667;6.5900;4.6000;7.8000
41494.7083;6.6200;5.0000;8.2000
41494.7500;5.8500;5.0000;8.3000
41494.7917;6.1200;5.1000;8.5000
41494.8333;5.9200;5.2000;8.7000
41494.8750;5.5400;5.0000;8.3000
41494.9167;6.2800;4.8000;7.9000
41494.9583;5.6000;4.6000;7.5000
41495.0000;5.2900;4.4000;7.1000
41495.0417;4.1200;4.3000;6.8000
41495.0833;3.9400;4.1000;6.4000
41495.1250;3.4700;4.0000;6.1000
41495.1667;3.8100;3.8000;5.8000
41495.2083;3.3200;3.7000;5.5000
41495.2500;3.2700;3.7000;5.4000
41495.2917;2.9100;3.7000;5.4000
41495.3333;2.4000;3.1000;3.4000
41495.3750;2.4900;2.9000;3.2000
41495.4167;2.1100;2.6000;3.1000
41495.4583;1.4300;2.4000;2.9000
41495.5000;2.0600;2.6000;3.2000
41495.5417;2.8300;2.8000;3.6000
41495.5833;1.8800;3.0000;3.9000
41495.6250;2.5400;3.2000;4.4000
41495.6667;4.0200;3.4000;4.8000
41495.7083;3.4900;3.6000;5.3000
41495.7500;3.5600;3.4000;5.2000
41495.7917;3.7300;3.3000;5.0000
41495.8333;3.7600;3.2000;5.4000
41495.8750;3.0900;2.9000;5.0000
41495.9167;3.0400;2.5000;4.7000
41495.9583;2.7300;2.2000;4.3000
41496.0000;4.3200;2.1000;3.9000
41496.0417;4.5900;2.0000;3.5000
41496.0833;4.1100;1.9000;3.1000
41496.1250;3.4400;1.9000;2.8000
41496.1667;3.1000;1.8000;2.5000
41496.2083;2.5500;1.8000;2.2000
41496.2500;2.1700;1.5000;2.0000
41496.2917;1.4500;1.3000;1.7000
41496.3333;0.9600;0.5000;1.5000
41496.3750;1.4000;0.8000;1.8000
41496.4167;1.3100;1.1000;2.1000
41496.4583;1.9800;1.4000;2.4000
41496.5000;2.3300;1.9000;2.9000
41496.5417;2.4300;2.4000;3.5000
41496.5833;3.6000;2.9000;4.0000
41496.6250;3.4600;3.2000;4.5000
41496.6667;3.0600;3.6000;5.0000
41496.7083;3.1400;3.9000;5.5000
41496.7500;2.5300;3.6000;5.1000
41496.7917;2.3000;3.2000;4.8000
41496.8333;1.9100;2.9000;5.0000
41496.8750;0.8700;2.8000;4.8000
41496.9167;0.8100;2.6000;4.7000
41496.9583;0.6400;2.5000;4.5000
41497.0000;0.7100;2.4000;4.3000
41497.0417;0.3300;2.2000;4.2000
41497.0833;0.7900;2.1000;4.0000
41497.1250;1.1300;2.1000;3.8000
41497.1667;0.6300;2.2000;3.5000
41497.2083;1.1400;2.2000;3.3000
41497.2500;1.5800;2.0000;3.4000
41497.2917;1.9900;1.8000;3.5000
41497.3333;1.7900;1.3000;3.3000
41497.3750;1.5600;1.7000;3.4000
41497.4167;1.5900;2.0000;3.5000
41497.4583;2.4400;2.4000;3.6000
41497.5000;3.1000;2.8000;4.0000
41497.5417;3.0800;3.3000;4.5000
41497.5833;4.2200;3.7000;4.9000
41497.6250;4.8900;3.7000;5.3000
41497.6667;3.7500;3.7000;5.8000
41497.7083;4.7100;3.7000;6.2000
41497.7500;3.9900;3.7000;6.2000
41497.7917;5.3700;3.7000;6.2000
41497.8333;5.2800;3.9000;6.5000
41497.8750;5.4800;3.7000;6.4000
41497.9167;4.4300;3.5000;6.2000
41497.9583;4.1400;3.3000;6.1000
41498.0000;3.2400;3.5000;6.4000
41498.0417;4.7700;3.8000;6.6000
41498.0833;5.2800;4.0000;6.9000
41498.1250;5.7200;4.1000;7.1000
41498.1667;4.6800;4.3000;7.3000
41498.2083;4.2700;4.4000;7.5000
41498.2500;4.6000;4.7000;7.4000
41498.2917;4.9000;4.9000;7.4000
41498.3333;4.2500;5.3000;9.1000
41498.3750;3.9600;5.4000;9.2000
41498.4167;4.6400;5.4000;9.4000
41498.4583;4.4700;5.5000;9.5000
41498.5000;4.6000;5.7000;9.7000
41498.5417;5.2100;5.9000;9.8000
41498.5833;5.8000;6.1000;10.0000
41498.6250;6.0000;6.2000;10.0000
41498.6667;5.5800;6.3000;9.9000
41498.7083;6.0000;6.4000;9.9000
41498.7500;6.0800;6.2000;10.1000
41498.7917;7.3200;6.1000;10.4000
41498.8333;7.1000;5.7000;9.1000
41498.8750;6.7000;5.4000;9.4000
41498.9167;6.0300;5.1000;9.8000
41498.9583;6.0500;4.8000;10.1000
41499.0000;6.0800;4.9000;10.4000
41499.0417;6.3400;5.1000;10.6000
41499.0833;6.1500;5.2000;10.9000
41499.1250;6.3400;5.4000;11.0000
41499.1667;7.2100;5.6000;11.0000
41499.2083;7.5100;5.8000;11.1000
41499.2500;8.1400;5.9000;10.9000
41499.2917;8.0200;6.0000;10.6000
41499.3333;6.8700;6.6000;10.4000
41499.3750;6.7900;6.5000;10.0000
41499.4167;7.4500;6.3000;9.7000
41499.4583;8.3100;6.2000;9.3000
41499.5000;9.2600;6.2000;9.1000
41499.5417;10.4000;6.1000;8.8000
41499.5833;10.5600;6.1000;8.6000
41499.6250;9.0100;5.9000;8.2000
41499.6667;8.3300;5.6000;7.7000
41499.7083;7.7800;5.4000;7.3000
41499.7500;7.4100;5.1000;7.1000
41499.7917;6.8100;4.7000;6.9000
41499.8333;6.5200;4.8000;6.7000
41499.8750;6.1300;4.2000;6.6000
41499.9167;5.2100;3.7000;6.4000
41499.9583;5.7200;3.1000;6.3000
41500.0000;4.6900;3.3000;6.0000
41500.0417;5.0000;3.4000;5.7000
41500.0833;4.3000;3.6000;5.4000
41500.1250;3.6700;3.3000;5.1000
41500.1667;3.2400;3.0000;4.9000
41500.2083;2.6800;2.7000;4.6000
41500.2500;4.0400;2.8000;4.5000
41500.2917;3.6200;3.0000;4.4000
41500.3333;2.2700;3.0000;4.2000
41500.3750;2.0200;3.1000;4.4000
41500.4167;4.3300;3.1000;4.5000
41500.4583;4.9700;3.2000;4.7000
41500.5000;4.0800;3.5000;4.8000
41500.5417;5.0800;3.7000;4.9000
41500.5833;5.2600;4.0000;5.0000
41500.6250;4.5500;3.9000;5.0000
41500.6667;4.5500;3.9000;4.9000
41500.7083;3.6500;3.8000;4.9000
41500.7500;3.7500;3.4000;4.5000
41500.7917;3.6400;3.0000;4.1000
41500.8333;2.8400;3.1000;4.0000
41500.8750;2.9400;2.7000;3.5000
41500.9167;1.7600;2.4000;3.0000
41500.9583;1.5800;2.0000;2.5000
41501.0000;1.5400;2.0000;2.1000
41501.0417;1.3000;1.9000;1.6000
41501.0833;1.5600;1.9000;1.2000
41501.1250;1.8700;1.5000;1.3000
41501.1667;1.8900;1.2000;1.5000
41501.2083;0.8100;0.8000;1.6000
41501.2500;1.3300;0.9000;2.1000
41501.2917;1.3300;1.0000;2.7000
41501.3333;1.5100;1.2000;2.9000
41501.3750;1.7400;1.0000;2.8000
41501.4167;2.0900;0.7000;2.8000
41501.4583;1.9000;0.5000;2.7000
41501.5000;2.7600;1.0000;2.4000
41501.5417;3.1300;1.6000;2.0000
41501.5833;3.4400;2.1000;1.7000
41501.6250;2.8800;2.3000;2.4000
41501.6667;2.5100;2.6000;3.0000
41501.7083;2.4500;2.8000;3.7000
41501.7500;1.9500;2.6000;3.9000
41501.7917;1.1000;2.4000;4.0000
41501.8333;4.1300;2.0000;4.2000
41501.8750;5.3100;2.3000;4.4000
41501.9167;7.2800;2.6000;4.7000
41501.9583;6.3700;2.9000;4.9000
41502.0000;7.6500;3.2000;4.9000
41502.0417;8.2100;3.4000;5.0000
41502.0833;4.6200;3.7000;5.0000
41502.1250;3.1500;3.9000;5.8000
41502.1667;5.0200;4.1000;6.6000
41502.2083;5.7000;4.3000;7.4000
41502.2500;7.5800;4.9000;7.6000
41502.2917;10.9700;5.4000;7.8000
41502.3333;11.1000;6.3000;8.5000
41502.3750;10.7000;6.1000;7.4000
41502.4167;9.3900;5.9000;6.2000
41502.4583;8.1800;5.7000;5.1000
41502.5000;5.5900;4.6000;3.9000
41502.5417;6.0500;3.5000;2.7000
41502.5833;5.2700;2.4000;1.5000
41502.6250;5.4700;2.3000;2.6000
41502.6667;7.3800;2.1000;3.7000
41502.7083;7.9400;2.0000;4.8000
41502.7500;8.5700;2.1000;4.5000
41502.7917;7.7000;2.2000;4.1000
41502.8333;7.7700;2.3000;3.7000
41502.8750;7.5300;2.5000;4.5000
41502.9167;7.2600;2.6000;5.2000
41502.9583;4.6300;2.8000;6.0000
41503.0000;5.4300;3.2000;7.1000
41503.0417;4.4900;3.6000;8.2000
41503.0833;4.0700;4.0000;9.3000
41503.1250;7.6500;4.6000;8.4000
41503.1667;8.2600;5.1000;7.6000
41503.2083;7.0700;5.7000;6.7000
41503.2500;4.7700;5.7000;6.9000
41503.2917;7.6400;5.8000;7.1000
41503.3333;7.3300;6.3000;7.6000
41503.3750;8.0600;6.2000;7.1000
41503.4167;6.7500;6.1000;6.5000
41503.4583;6.3700;6.0000;6.0000
41503.5000;5.3000;5.5000;4.4000
41503.5417;5.0200;4.9000;2.7000
41503.5833;4.0500;4.4000;1.1000
41503.6250;2.9700;3.2000;1.6000
41503.6667;2.7100;2.0000;2.2000
41503.7083;1.3000;0.8000;2.7000
41503.7500;3.2900;1.5000;3.6000
41503.7917;5.1900;2.2000;4.5000
41503.8333;7.8800;2.9000;5.1000
41503.8750;10.7100;3.5000;5.5000
41503.9167;11.9600;4.1000;6.0000
41503.9583;11.1200;4.7000;6.4000
41504.0000;10.4700;4.9000;7.0000
41504.0417;10.9000;5.2000;7.6000
41504.0833;10.3700;5.4000;8.2000
41504.1250;11.6400;5.7000;8.7000
41504.1667;12.1300;6.0000;9.1000
41504.2083;13.2100;6.3000;9.6000
41504.2500;10.0800;6.4000;8.9000
41504.2917;10.2700;6.4000;8.2000
41504.3333;9.0200;6.2000;7.4000
41504.3750;9.2300;5.8000;6.8000
41504.4167;8.2000;5.5000;6.1000
41504.4583;9.2700;5.1000;5.5000
41504.5000;11.3100;5.2000;5.0000
41504.5417;11.7500;5.4000;4.6000
41504.5833;11.4200;5.5000;4.1000
41504.6250;10.7200;4.7000;4.3000
41504.6667;11.4600;3.9000;4.6000
41504.7083;8.8900;3.1000;4.8000
41504.7500;5.7700;3.6000;4.4000
41504.7917;8.5400;4.2000;3.9000
41504.8333;3.4700;6.4000;5.3000
41504.8750;1.8200;5.1000;5.0000
41504.9167;1.7800;3.9000;4.7000
41504.9583;3.8500;2.6000;4.4000
41505.0000;4.9600;3.0000;4.5000
41505.0417;6.2200;3.5000;4.7000
41505.0833;5.8200;3.9000;4.8000
41505.1250;6.4700;4.1000;5.0000
41505.1667;6.8600;4.3000;5.2000
41505.2083;5.7800;4.5000;5.4000
41505.2500;6.1500;5.2000;6.3000
41505.2917;8.3100;6.0000;7.3000
41505.3333;8.7200;7.1000;9.2000
41505.3750;8.2300;6.6000;8.2000
41505.4167;7.6200;6.0000;7.3000
41505.4583;6.4000;5.5000;6.3000
41505.5000;6.2600;5.4000;6.0000
41505.5417;8.1100;5.4000;5.8000
41505.5833;8.5200;5.3000;5.5000
41505.6250;7.0500;5.8000;6.1000
41505.6667;8.7700;6.2000;6.6000
41505.7083;8.6600;6.7000;7.2000
41505.7500;8.9900;6.6000;7.3000
41505.7917;8.5600;6.5000;7.5000
41505.8333;8.3800;6.9000;8.9000
41505.8750;8.5300;6.8000;8.4000
41505.9167;6.7700;6.8000;7.9000
41505.9583;7.9900;6.7000;7.4000
41506.0000;7.1100;6.0000;6.7000
41506.0417;6.6400;5.3000;6.1000
41506.0833;7.5300;4.6000;5.4000
41506.1250;6.2900;4.8000;5.7000
41506.1667;6.1700;5.0000;6.0000
41506.2083;6.3900;5.2000;6.3000
41506.2500;10.1300;6.3000;7.5000
41506.2917;8.9100;7.3000;8.6000
41506.3333;10.0800;8.5000;9.7000
41506.3750;9.7000;8.8000;10.3000
41506.4167;11.1000;9.0000;10.9000
41506.4583;11.3100;9.3000;11.5000
41506.5000;11.0700;9.2000;10.9000
41506.5417;12.7900;9.1000;10.4000
41506.5833;9.4800;9.0000;9.8000
41506.6250;12.1500;9.0000;10.1000
41506.6667;11.5700;9.0000;10.5000
41506.7083;14.1500;9.0000;10.8000
41506.7500;13.4500;9.0000;11.1000
41506.7917;12.5900;8.9000;11.4000
41506.8333;11.8700;9.3000;11.9000
41506.8750;14.0500;9.3000;11.6000
41506.9167;13.2200;9.3000;11.4000
41506.9583;14.8200;9.3000;11.1000
41507.0000;13.0200;9.4000;11.1000
41507.0417;11.0900;9.4000;11.2000
41507.0833;12.2400;9.5000;11.2000
41507.1250;9.7100;8.7000;11.1000
41507.1667;7.0500;7.8000;11.0000
41507.2083;8.1800;7.0000;10.9000
41507.2500;9.3500;6.9000;10.5000
41507.2917;8.6800;6.8000;10.0000
41507.3333;7.1500;6.5000;9.3000
41507.3750;6.5400;6.8000;8.8000
41507.4167;8.0400;7.0000;8.4000
41507.4583;7.6600;7.3000;7.9000
41507.5000;8.0800;7.3000;8.0000
41507.5417;8.1200;7.3000;8.0000
41507.5833;7.3500;7.3000;8.1000
41507.6250;9.2600;7.4000;8.2000
41507.6667;10.4100;7.5000;8.3000
41507.7083;10.5300;7.6000;8.4000
41507.7500;9.9200;7.2000;8.3000
41507.7917;9.4800;6.8000;8.3000
41507.8333;9.5800;6.6000;8.3000
41507.8750;9.1100;6.3000;8.3000
41507.9167;8.0400;6.0000;8.3000
41507.9583;7.6200;5.7000;8.3000
41508.0000;7.3300;5.6000;8.1000
41508.0417;5.9000;5.4000;7.9000
41508.0833;5.2400;5.3000;7.7000
41508.1250;4.2600;4.9000;7.3000
41508.1667;5.9600;4.6000;7.0000
41508.2083;6.3700;4.2000;6.6000
41508.2500;6.1900;4.0000;6.2000
41508.2917;6.7400;3.7000;5.7000
41508.3333;4.0100;3.8000;5.1000
41508.3750;3.0200;3.7000;4.9000
41508.4167;4.0700;3.6000;4.8000
41508.4583;4.6200;3.5000;4.6000
41508.5000;5.1100;3.4000;4.1000
41508.5417;5.9100;3.3000;3.5000
41508.5833;5.9500;3.2000;3.0000
41508.6250;4.1000;3.0000;2.7000
41508.6667;3.8500;2.8000;2.3000
41508.7083;3.4300;2.6000;2.0000
41508.7500;2.3900;2.2000;2.5000
41508.7917;2.2800;1.7000;2.9000
41508.8333;1.6800;1.0000;2.8000
41508.8750;2.0200;1.3000;3.3000
41508.9167;3.3600;1.7000;3.7000
41508.9583;4.4000;2.0000;4.2000
41509.0000;4.9400;2.2000;4.5000
41509.0417;5.6300;2.5000;4.7000
41509.0833;6.4800;2.7000;5.0000
41509.1250;5.7800;2.8000;5.2000
41509.1667;5.2300;3.0000;5.5000
41509.2083;5.9100;3.1000;5.7000
41509.2500;6.3200;3.2000;5.4000
41509.2917;6.8900;3.3000;5.0000
41509.3333;4.8900;3.6000;5.3000
41509.3750;4.1900;3.5000;5.1000
41509.4167;4.7700;3.4000;4.9000
41509.4583;5.0500;3.3000;4.7000
41509.5000;6.2400;2.7000;4.2000
41509.5417;5.1700;2.2000;3.7000
41509.5833;4.0900;1.6000;3.2000
41509.6250;2.7300;1.5000;2.5000
41509.6667;2.3100;1.5000;1.7000
41509.7083;2.8200;1.4000;1.0000
41509.7500;3.1600;1.2000;1.4000
41509.7917;2.3800;0.9000;1.7000
41509.8333;1.7600;0.5000;2.1000
41509.8750;0.9100;1.0000;2.7000
41509.9167;0.6600;1.4000;3.4000
41509.9583;1.6100;1.9000;4.0000
41510.0000;3.7800;2.2000;4.0000
41510.0417;4.8900;2.5000;4.1000
41510.0833;5.7200;2.8000;4.1000
41510.1250;4.7000;2.9000;4.3000
41510.1667;4.4400;2.9000;4.4000
41510.2083;4.9500;3.0000;4.6000
41510.2500;4.8900;3.1000;4.4000
41510.2917;5.1100;3.1000;4.3000
41510.3333;5.1700;3.5000;5.2000
41510.3750;4.1100;3.0000;4.8000
41510.4167;3.3200;2.6000;4.4000
41510.4583;3.5900;2.1000;4.0000
41510.5000;3.3100;2.1000;3.7000
41510.5417;3.3300;2.2000;3.4000
41510.5833;4.0200;2.2000;3.1000
41510.6250;3.9200;2.1000;3.2000
41510.6667;3.8400;2.0000;3.2000
41510.7083;4.0900;1.9000;3.3000
41510.7500;1.9300;1.8000;2.9000
41510.7917;1.4100;1.6000;2.4000
41510.8333;1.1200;1.7000;3.2000
41510.8750;1.0500;1.7000;2.5000
41510.9167;2.6100;1.8000;1.8000
